"ID" "N2" "ICC" "method" "parameter" "est" "se" "ci_l" "ci_u"
1 15 0.1 "MI-a1" "gamma01" 0.379919125967682 0.286182371485335 -0.280001920102673 1.03984017203804
1 15 0.1 "MI-R2" "gamma10" 0.393193369201958 0.0910082310263074 0.21187999942728 0.574506738976636
1 15 0.1 "MI-R2" "gamma01" 0.377550906317754 0.276675108117102 -0.16753673005846 0.922638542693967
1 15 0.1 "MI-a2" "gamma10" 0.393193369201958 0.0910082310263074 0.209495257746293 0.576891480657623
1 15 0.1 "MI-a2" "gamma01" 0.377550906317754 0.276675108117102 -0.250477588059775 1.00557940069528
5 30 0.1 "MI-R1" "gamma10" 0.233896523762263 0.0655432077511687 0.103541516488837 0.364251531035689
5 30 0.1 "MI-R1" "gamma01" 0.529789093127455 0.200564941569069 0.136145269390098 0.923432916864811
5 30 0.1 "MI-a1" "gamma10" 0.233896523762263 0.0655432077511687 0.102728826907724 0.365064220616803
5 30 0.1 "MI-a1" "gamma01" 0.529789093127455 0.200564941569069 0.114811795055379 0.944766391199531
5 30 0.1 "MI-R2" "gamma10" 0.242888647589469 0.0562013579332485 0.132687062822768 0.353090232356171
5 30 0.1 "MI-R2" "gamma01" 0.604862821867425 0.187358105667091 0.237584198989754 0.972141444745097
5 30 0.1 "MI-a2" "gamma10" 0.242888647589469 0.0562013579332485 0.132205110606167 0.353572184572772
5 30 0.1 "MI-a2" "gamma01" 0.604862821867425 0.187358105667091 0.219118854738394 0.990606788996457
6 60 0.1 "MI-R1" "gamma10" 0.248577138763832 0.0499867940808993 0.148791247115097 0.348363030412567
6 60 0.1 "MI-R1" "gamma01" 0.376898524752799 0.17012784462492 0.0405639971949149 0.713233052310682
6 60 0.1 "MI-a1" "gamma10" 0.248577138763832 0.0499867940808993 0.148463523215778 0.348690754311887
6 60 0.1 "MI-a1" "gamma01" 0.376898524752799 0.17012784462492 0.0304867267359168 0.723310322769681
6 60 0.1 "MI-R2" "gamma10" 0.25578434232519 0.0465587952567027 0.163507719527331 0.348060965123049
6 60 0.1 "MI-R2" "gamma01" 0.392835935992654 0.172533204143254 0.0534034955323646 0.732268376452943
6 60 0.1 "MI-a2" "gamma10" 0.25578434232519 0.0465587952567027 0.163240817563602 0.348327867086778
6 60 0.1 "MI-a2" "gamma01" 0.392835935992654 0.172533204143254 0.0443501455142326 0.741321726471075
2 30 0.1 "MI-R1" "gamma10" 0.191957476929482 0.068638630549671 0.056277499258477 0.327637454600486
2 30 0.1 "MI-R1" "gamma01" 0.213572202330035 0.165301071974431 -0.111181384456749 0.538325789116818
2 30 0.1 "MI-a1" "gamma10" 0.191957476929482 0.068638630549671 0.0555239988639379 0.328390954995025
2 30 0.1 "MI-a1" "gamma01" 0.213572202330035 0.165301071974431 -0.129470245301503 0.556614649961573
2 30 0.1 "MI-R2" "gamma10" 0.201109847964026 0.0633621935668293 0.0764951700821681 0.325724525845884
2 30 0.1 "MI-R2" "gamma01" 0.26603350877915 0.176216618551758 -0.0810122816019007 0.613079299160202
2 30 0.1 "MI-a2" "gamma10" 0.201109847964026 0.0633621935668293 0.0758818415869054 0.326337854341147
2 30 0.1 "MI-a2" "gamma01" 0.26603350877915 0.176216618551758 -0.102041686906522 0.634108704464823
2 30 0.1 "MI-R1" "gamma10" 0.202086760369539 0.0739330655429344 0.0557956600210779 0.348377860718001
2 30 0.1 "MI-R1" "gamma01" 0.244179295521495 0.249538139774991 -0.246720078027333 0.735078669070323
2 30 0.1 "MI-a1" "gamma10" 0.202086760369539 0.0739330655429344 0.0549666548434256 0.349206865895653
2 30 0.1 "MI-a1" "gamma01" 0.244179295521495 0.249538139774991 -0.275558417708357 0.763917008751347
2 30 0.1 "MI-R2" "gamma10" 0.17187639995352 0.0734469896054721 0.0265643380686367 0.317188461838403
2 30 0.1 "MI-R2" "gamma01" 0.384348682846717 0.308240420756522 -0.230474299029576 0.99917166472301
2 30 0.1 "MI-a2" "gamma10" 0.17187639995352 0.0734469896054721 0.025742832300466 0.318009967606573
2 30 0.1 "MI-a2" "gamma01" 0.384348682846717 0.308240420756522 -0.278972534058319 1.04766989975175
3 60 0.1 "MI-R1" "gamma10" 0.276465869791436 0.0515649354285191 0.174363167051295 0.378568572531576
3 60 0.1 "MI-R1" "gamma01" 0.322006927737312 0.129980039658116 0.0671604918540561 0.576853363620568
3 60 0.1 "MI-a1" "gamma10" 0.276465869791436 0.0515649354285191 0.174073117619413 0.378858621963459
3 60 0.1 "MI-a1" "gamma01" 0.322006927737312 0.129980039658116 0.0612307387228032 0.58278311675182
3 60 0.1 "MI-R2" "gamma10" 0.263686747990076 0.0488767703637785 0.167290169843091 0.36008332613706
3 60 0.1 "MI-R2" "gamma01" 0.318320812694449 0.139395887295403 0.0442368590003392 0.592404766388558
3 60 0.1 "MI-a2" "gamma10" 0.263686747990076 0.0488767703637785 0.16703818868214 0.360335307298011
3 60 0.1 "MI-a2" "gamma01" 0.318320812694449 0.139395887295403 0.0370468030044546 0.599594822384443
4 15 0.1 "MI-R1" "gamma10" 0.245596868603919 0.0905519452563883 0.0664926049589422 0.424701132248895
4 15 0.1 "MI-R1" "gamma01" 0.532263988196386 0.25484684768919 0.0319338060004524 1.03259417039232
4 15 0.1 "MI-a1" "gamma10" 0.245596868603919 0.0905519452563883 0.0644327530358715 0.426760984171966
4 15 0.1 "MI-a1" "gamma01" 0.532263988196386 0.25484684768919 -0.0358422085389174 1.10037018493169
4 15 0.1 "MI-R2" "gamma10" 0.259690098660231 0.0945905521225578 0.0710963174072514 0.44828387991321
4 15 0.1 "MI-R2" "gamma01" 0.506278779608296 0.27323430390052 -0.0336564048336823 1.04621396405027
4 15 0.1 "MI-a2" "gamma10" 0.259690098660231 0.0945905521225578 0.0685831265723251 0.450797070748136
4 15 0.1 "MI-a2" "gamma01" 0.506278779608296 0.27323430390052 -0.12239067654422 1.13494823576081
2 30 0.1 "MI-R1" "gamma10" 0.221341471898647 0.0768116729914532 0.0688718298636253 0.373811113933668
2 30 0.1 "MI-R1" "gamma01" 0.284620734072661 0.164300488124722 -0.0401020003119291 0.609343468457252
2 30 0.1 "MI-a1" "gamma10" 0.221341471898647 0.0768116729914532 0.067953920439718 0.374729023357576
2 30 0.1 "MI-a1" "gamma01" 0.284620734072661 0.164300488124722 -0.0615112671502046 0.630752735295527
2 30 0.1 "MI-R2" "gamma10" 0.213670598590748 0.0736506491399051 0.0682573696470369 0.359083827534459
2 30 0.1 "MI-R2" "gamma01" 0.301683709250449 0.169414880535417 -0.0326834287276786 0.636050847228577
2 30 0.1 "MI-a2" "gamma10" 0.213670598590748 0.0736506491399051 0.0674700287729242 0.359871168408572
2 30 0.1 "MI-a2" "gamma01" 0.301683709250449 0.169414880535417 -0.054049423237845 0.657416841738743
3 60 0.1 "MI-R1" "gamma10" 0.169860650286686 0.0538378708232852 0.0611384989442809 0.278582801629092
3 60 0.1 "MI-R1" "gamma01" 0.155669458489002 0.11812626638336 -0.0770062472928282 0.388345164270832
3 60 0.1 "MI-a1" "gamma10" 0.169860650286686 0.0538378708232852 0.0607091353266972 0.279012165246676
3 60 0.1 "MI-a1" "gamma01" 0.155669458489002 0.11812626638336 -0.0834158507481263 0.39475476772613
3 60 0.1 "MI-R2" "gamma10" 0.164475494056321 0.054487993884104 0.0541493011995657 0.274801686913076
3 60 0.1 "MI-R2" "gamma01" 0.167825646320145 0.123383782584928 -0.0757259228427752 0.411377215483066
3 60 0.1 "MI-a2" "gamma10" 0.164475494056321 0.054487993884104 0.0536954461193829 0.275255541993259
3 60 0.1 "MI-a2" "gamma01" 0.167825646320145 0.123383782584928 -0.0827853359655326 0.418436628605823
4 15 0.1 "MI-R1" "gamma10" 0.307743160291917 0.110110399070244 0.0908850255782466 0.524601295005588
4 15 0.1 "MI-R1" "gamma01" 0.0529678024052793 0.345032352663195 -0.627457557853108 0.733393162663667
4 15 0.1 "MI-a1" "gamma10" 0.307743160291917 0.110110399070244 0.0886192726410751 0.526867047942759
4 15 0.1 "MI-a1" "gamma01" 0.0529678024052793 0.345032352663195 -0.733748323964007 0.839683928774566
4 15 0.1 "MI-R2" "gamma10" 0.291528998079962 0.110789646398509 0.0727054230806876 0.510352573079237
4 15 0.1 "MI-R2" "gamma01" 0.0275518262291538 0.36380169051824 -0.692274860831395 0.747378513289703
4 15 0.1 "MI-a2" "gamma10" 0.291528998079962 0.110789646398509 0.0702618702514677 0.512796125908457
4 15 0.1 "MI-a2" "gamma01" 0.0275518262291538 0.36380169051824 -0.814158291571756 0.869261944030064
2 30 0.1 "MI-R1" "gamma10" 0.24866426893489 0.0673784617543528 0.115435695766063 0.381892842103716
2 30 0.1 "MI-R1" "gamma01" 0.355691544409719 0.195399936841321 -0.0282150129825833 0.739598101802022
2 30 0.1 "MI-a1" "gamma10" 0.24866426893489 0.0673784617543528 0.114691273400932 0.382637264468847
2 30 0.1 "MI-a1" "gamma01" 0.355691544409719 0.195399936841321 -0.0498746921501889 0.761257780969627
2 30 0.1 "MI-R2" "gamma10" 0.242524062157961 0.0813783880059107 0.0777446908246004 0.407303433491322
2 30 0.1 "MI-R2" "gamma01" 0.348947309637201 0.197852229066931 -0.0409780456470835 0.738872664921487
2 30 0.1 "MI-a2" "gamma10" 0.242524062157961 0.0813783880059107 0.0763712637357595 0.408676860580163
2 30 0.1 "MI-a2" "gamma01" 0.348947309637201 0.197852229066931 -0.0650324529798513 0.762927072254254
3 60 0.1 "MI-R1" "gamma10" 0.139830690387013 0.0612727195277567 0.0157188987175518 0.263942482056474
3 60 0.1 "MI-R1" "gamma01" 0.426289292188156 0.112860116569481 0.204870451168802 0.64770813320751
3 60 0.1 "MI-a1" "gamma10" 0.139830690387013 0.0612727195277567 0.0152052798471701 0.264456100926855
3 60 0.1 "MI-a1" "gamma01" 0.426289292188156 0.112860116569481 0.19951881645256 0.653059767923752
3 60 0.1 "MI-R2" "gamma10" 0.1465022255273 0.0500826329784365 0.0475379142038806 0.24546653685072
3 60 0.1 "MI-R2" "gamma01" 0.449699685777346 0.113692570376827 0.226510510722538 0.672888860832154
3 60 0.1 "MI-a2" "gamma10" 0.1465022255273 0.0500826329784365 0.0472681669898337 0.245736284064767
3 60 0.1 "MI-a2" "gamma01" 0.449699685777346 0.113692570376827 0.220967095445379 0.678432276109313
4 15 0.1 "MI-R1" "gamma10" 0.0799451282170053 0.104076710694859 -0.125778077462206 0.285668333896216
4 15 0.1 "MI-R1" "gamma01" 0.363589754082409 0.34533897428269 -0.313838408900566 1.04101791706538
4 15 0.1 "MI-a1" "gamma10" 0.0799451282170053 0.104076710694859 -0.128113075961511 0.288003332395521
4 15 0.1 "MI-a1" "gamma01" 0.363589754082409 0.34533897428269 -0.401939232879141 1.12911874104396
4 15 0.1 "MI-R2" "gamma10" 0.0988552357614487 0.137691331701658 -0.183779443577535 0.381489915100433
4 15 0.1 "MI-R2" "gamma01" 0.410018272003554 0.371212945644912 -0.318475697441784 1.13851224144889
4 15 0.1 "MI-a2" "gamma10" 0.0988552357614487 0.137691331701658 -0.189758801195288 0.387469272718185
4 15 0.1 "MI-a2" "gamma01" 0.410018272003554 0.371212945644912 -0.415368571476462 1.23540511548357
2 30 0.1 "MI-R1" "gamma10" 0.190372080334756 0.0678508375764473 0.0571386291424633 0.323605531527049
2 30 0.1 "MI-R1" "gamma01" 0.495779063327222 0.182905530853843 0.136957391710417 0.854600734944028
2 30 0.1 "MI-a1" "gamma10" 0.190372080334756 0.0678508375764473 0.0565151293142976 0.324229031355214
2 30 0.1 "MI-a1" "gamma01" 0.495779063327222 0.182905530853843 0.117925730515269 0.873632396139176
2 30 0.1 "MI-R2" "gamma10" 0.16046892412097 0.0746733428968248 0.0129815284154497 0.30795631982649
2 30 0.1 "MI-R2" "gamma01" 0.555140303667332 0.199324280122834 0.162642850348352 0.947637756986312
2 30 0.1 "MI-a2" "gamma10" 0.16046892412097 0.0746733428968248 0.0121765131156778 0.308761335126262
2 30 0.1 "MI-a2" "gamma01" 0.555140303667332 0.199324280122834 0.138951477315807 0.971329130018857
3 60 0.1 "MI-R1" "gamma10" 0.219707730172262 0.0395092104657257 0.14220195335665 0.297213506987873
3 60 0.1 "MI-R1" "gamma01" 0.155293414988831 0.135475298670569 -0.111509637390085 0.422096467367748
3 60 0.1 "MI-a1" "gamma10" 0.219707730172262 0.0395092104657257 0.142029788979454 0.297385671365069
3 60 0.1 "MI-a1" "gamma01" 0.155293414988831 0.135475298670569 -0.118827389416213 0.429414219393876
3 60 0.1 "MI-R2" "gamma10" 0.195796986747047 0.0458440434495196 0.104831426199963 0.28676254729413
3 60 0.1 "MI-R2" "gamma01" 0.152515335666377 0.141223003116506 -0.125205486743898 0.430236158076651
3 60 0.1 "MI-a2" "gamma10" 0.195796986747047 0.0458440434495196 0.10456254272076 0.287031430773334
3 60 0.1 "MI-a2" "gamma01" 0.152515335666377 0.141223003116506 -0.132525775013714 0.437556446346467
4 15 0.1 "MI-R1" "gamma10" 0.219334315299143 0.104636521134734 0.0112902345054423 0.427378396092845
4 15 0.1 "MI-R1" "gamma01" 0.426553895237781 0.215758418554023 0.000179787396601405 0.85292800307896
4 15 0.1 "MI-a1" "gamma10" 0.219334315299143 0.104636521134734 0.00864930284273757 0.430019327755549
4 15 0.1 "MI-a1" "gamma01" 0.426553895237781 0.215758418554023 -0.0699556038485712 0.923063394324133
4 15 0.1 "MI-R2" "gamma10" 0.187331284535474 0.127960056141696 -0.0751915961650121 0.449854165235959
4 15 0.1 "MI-R2" "gamma01" 0.568661771618695 0.23025541157804 0.112763951836317 1.02455959140107
4 15 0.1 "MI-a2" "gamma10" 0.187331284535474 0.127960056141696 -0.0806999640576285 0.455362533128576
4 15 0.1 "MI-a2" "gamma01" 0.568661771618695 0.23025541157804 0.0343792096081845 1.10294433362921
2 30 0.1 "MI-R1" "gamma10" 0.114024663129514 0.0723488747624809 -0.0292122367200431 0.257261562979072
2 30 0.1 "MI-R1" "gamma01" 0.389495559101913 0.233583646459867 -0.0694459008803365 0.848437019084162
2 30 0.1 "MI-a1" "gamma10" 0.114024663129514 0.0723488747624809 -0.0300330029497934 0.258082329208822
2 30 0.1 "MI-a1" "gamma01" 0.389495559101913 0.233583646459867 -0.0953673038460766 0.874358422049902
2 30 0.1 "MI-R2" "gamma10" 0.132010831401829 0.0800345745289541 -0.0285769079822499 0.292598570785907
2 30 0.1 "MI-R2" "gamma01" 0.482199605535925 0.282944313010116 -0.0837905367137724 1.04818974778562
2 30 0.1 "MI-a2" "gamma10" 0.132010831401829 0.0800345745289541 -0.0297371285367011 0.293758791340359
2 30 0.1 "MI-a2" "gamma01" 0.482199605535925 0.282944313010116 -0.130771026927531 1.09517023799938
3 60 0.1 "MI-R1" "gamma10" 0.1650748126269 0.0542727939680896 0.0550063099202665 0.275143315333533
3 60 0.1 "MI-R1" "gamma01" 0.222258691568391 0.120628464051669 -0.0158708593065454 0.460388242443327
3 60 0.1 "MI-a1" "gamma10" 0.1650748126269 0.0542727939680896 0.054542089271926 0.275607535981874
3 60 0.1 "MI-a1" "gamma01" 0.222258691568391 0.120628464051669 -0.0227840301068418 0.467301413243624
3 60 0.1 "MI-R2" "gamma10" 0.160293983025947 0.0535310150324751 0.0520015010758008 0.268586464976093
3 60 0.1 "MI-R2" "gamma01" 0.227002569622633 0.121078292228165 -0.0106225716534858 0.464627710898751
3 60 0.1 "MI-a2" "gamma10" 0.160293983025947 0.0535310150324751 0.0515620609898085 0.269025905062085
3 60 0.1 "MI-a2" "gamma01" 0.227002569622633 0.121078292228165 -0.0164597424474019 0.470464881692667
4 15 0.1 "MI-R1" "gamma10" 0.258197036727078 0.0968961006130451 0.0677945513381933 0.448599522115962
4 15 0.1 "MI-R1" "gamma01" 0.101279790587977 0.282966015530137 -0.453706172919106 0.65626575409506
4 15 0.1 "MI-a1" "gamma10" 0.258197036727078 0.0968961006130451 0.065928336715884 0.450465736738271
4 15 0.1 "MI-a1" "gamma01" 0.101279790587977 0.282966015530137 -0.525182948996305 0.72774253017226
4 15 0.1 "MI-R2" "gamma10" 0.275933105993395 0.110226396029345 0.0560932234922726 0.495772988494518
4 15 0.1 "MI-R2" "gamma01" 0.157454667738005 0.314268541542256 -0.461174961997336 0.776084297473346
4 15 0.1 "MI-a2" "gamma10" 0.275933105993395 0.110226396029345 0.0531473226651465 0.498718889321644
4 15 0.1 "MI-a2" "gamma01" 0.157454667738005 0.314268541542256 -0.553061100358547 0.867970435834557
2 30 0.1 "MI-R1" "gamma10" 0.223943271434848 0.0644107292959135 0.0965953009403035 0.351291241929392
2 30 0.1 "MI-R1" "gamma01" 0.668618645059471 0.184051554625106 0.305191217772979 1.03204607234596
2 30 0.1 "MI-a1" "gamma10" 0.223943271434848 0.0644107292959135 0.0958851605109834 0.352001382358712
2 30 0.1 "MI-a1" "gamma01" 0.668618645059471 0.184051554625106 0.281713013361475 1.05552427675747
2 30 0.1 "MI-R2" "gamma10" 0.218342790586431 0.0601714229544111 0.0999272015196712 0.336758379653192
2 30 0.1 "MI-R2" "gamma01" 0.715104532949989 0.172484326588549 0.374656008655021 1.05555305724496
2 30 0.1 "MI-a2" "gamma10" 0.218342790586431 0.0601714229544111 0.0993338780585467 0.337351703114316
2 30 0.1 "MI-a2" "gamma01" 0.715104532949989 0.172484326588549 0.352866705081369 1.07734236081861
3 60 0.1 "MI-R1" "gamma10" 0.105824491315751 0.0467061237502704 0.0133264337198678 0.198322548911635
3 60 0.1 "MI-R1" "gamma01" 0.212894999832994 0.163605711787298 -0.109151817237966 0.534941816903954
3 60 0.1 "MI-a1" "gamma10" 0.105824491315751 0.0467061237502704 0.0130627737295096 0.198586208901993
3 60 0.1 "MI-a1" "gamma01" 0.212894999832994 0.163605711787298 -0.117873088897376 0.543663088563364
3 60 0.1 "MI-R2" "gamma10" 0.118932391147631 0.0466221589870542 0.0266448498414517 0.211219932453811
3 60 0.1 "MI-R2" "gamma01" 0.244887243503497 0.151143720380502 -0.0518183621307578 0.541592849137751
3 60 0.1 "MI-a2" "gamma10" 0.118932391147631 0.0466221589870542 0.0263842380679574 0.211480544227305
3 60 0.1 "MI-a2" "gamma01" 0.244887243503497 0.151143720380502 -0.059184043361845 0.548958530368838
4 15 0.1 "MI-R1" "gamma10" 0.24540949750453 0.105380580642825 0.0379809541227117 0.452838040886348
4 15 0.1 "MI-R1" "gamma01" 0.441230575849405 0.250833819544016 -0.0513050306475875 0.933766182346397
4 15 0.1 "MI-a1" "gamma10" 0.24540949750453 0.105380580642825 0.035844433760914 0.454974561248145
4 15 0.1 "MI-a1" "gamma01" 0.441230575849405 0.250833819544016 -0.118507298413913 1.00096845011272
4 15 0.1 "MI-R2" "gamma10" 0.249588352292053 0.108822991796523 0.0334627107980593 0.465713993786046
4 15 0.1 "MI-R2" "gamma01" 0.42981719714229 0.274358832619375 -0.108535200476328 0.968169594760907
4 15 0.1 "MI-a2" "gamma10" 0.249588352292053 0.108822991796523 0.0307741013090317 0.468402603275074
4 15 0.1 "MI-a2" "gamma01" 0.42981719714229 0.274358832619375 -0.179689803674265 1.03932419795884
2 30 0.1 "MI-R1" "gamma10" -0.0212130947571607 0.0643159968721289 -0.148438330677098 0.106012141162777
2 30 0.1 "MI-R1" "gamma01" 0.316932013457815 0.162299292140806 -0.00214150764906085 0.636005534564692
2 30 0.1 "MI-a1" "gamma10" -0.0212130947571607 0.0643159968721289 -0.149155145983727 0.106728956469406
2 30 0.1 "MI-a1" "gamma01" 0.316932013457815 0.162299292140806 -0.020520708692686 0.654384735608317
2 30 0.1 "MI-R2" "gamma10" -0.0205713840071383 0.0789793540431284 -0.181351758032283 0.140208990018006
2 30 0.1 "MI-R2" "gamma01" 0.371483691522283 0.161637153814158 0.0541511848059487 0.688816198238618
2 30 0.1 "MI-a2" "gamma10" -0.0205713840071383 0.0789793540431284 -0.18280733915691 0.141664571142633
2 30 0.1 "MI-a2" "gamma01" 0.371483691522283 0.161637153814158 0.0367439646133787 0.706223418431188
3 60 0.1 "MI-R1" "gamma10" 0.197206785311807 0.0492512568883004 0.0989035297614865 0.295510040862128
3 60 0.1 "MI-R1" "gamma01" 0.255645756695836 0.107575445120823 0.0445758820730882 0.466715631318585
3 60 0.1 "MI-a1" "gamma10" 0.197206785311807 0.0492512568883004 0.0985814608008217 0.295832109822793
3 60 0.1 "MI-a1" "gamma01" 0.255645756695836 0.107575445120823 0.0394520140290157 0.471839499362657
3 60 0.1 "MI-R2" "gamma10" 0.199566363475375 0.0469051127426532 0.106610275937261 0.292522451013489
3 60 0.1 "MI-R2" "gamma01" 0.271738733958837 0.112060051317099 0.0515046244422032 0.491972843475472
3 60 0.1 "MI-a2" "gamma10" 0.199566363475375 0.0469051127426532 0.106341788228584 0.292790938722166
3 60 0.1 "MI-a2" "gamma01" 0.271738733958837 0.112060051317099 0.0458092883063566 0.497668179611318
4 15 0.1 "MI-R1" "gamma10" 0.197841791147283 0.118200312993918 -0.0370073409237013 0.432690923218268
4 15 0.1 "MI-R1" "gamma01" 0.435038410458379 0.305218622903816 -0.16337380581586 1.03345062673262
4 15 0.1 "MI-a1" "gamma10" 0.197841791147283 0.118200312993918 -0.0399515344493295 0.435635116743896
4 15 0.1 "MI-a1" "gamma01" 0.435038410458379 0.305218622903816 -0.238387505818945 1.1084643267357
4 15 0.1 "MI-R2" "gamma10" 0.215675265776085 0.127687542998957 -0.0403390125187713 0.471689544070942
4 15 0.1 "MI-R2" "gamma01" 0.472632631666813 0.318035281397803 -0.151700024998513 1.09696528833214
4 15 0.1 "MI-a2" "gamma10" 0.215675265776085 0.127687542998957 -0.0440838379831832 0.475434369535354
4 15 0.1 "MI-a2" "gamma01" 0.472632631666813 0.318035281397803 -0.235963238608486 1.18122850194211
2 30 0.1 "MI-R1" "gamma10" 0.262931160076286 0.081518399738177 0.0989035665158828 0.42695875363669
2 30 0.1 "MI-R1" "gamma01" 0.32921122104905 0.174662199091873 -0.0131750938742084 0.671597535972308
2 30 0.1 "MI-a1" "gamma10" 0.262931160076286 0.081518399738177 0.0976641335636448 0.428198186588928
2 30 0.1 "MI-a1" "gamma01" 0.32921122104905 0.174662199091873 -0.0303628384838613 0.688785280581961
2 30 0.1 "MI-R2" "gamma10" 0.245964219009126 0.081483629268016 0.0821591188938469 0.409769319124406
2 30 0.1 "MI-R2" "gamma01" 0.366197879718862 0.189087494578819 -0.00496542896700308 0.737361188404726
2 30 0.1 "MI-a2" "gamma10" 0.245964219009126 0.081483629268016 0.0809394336057429 0.41098900441251
2 30 0.1 "MI-a2" "gamma01" 0.366197879718862 0.189087494578819 -0.0251881465200615 0.757583905957785
3 60 0.1 "MI-R1" "gamma10" 0.144278036983831 0.053960525539637 0.037423537158372 0.25113253680929
3 60 0.1 "MI-R1" "gamma01" 0.395456206187612 0.124232904318508 0.151138309568133 0.639774102807092
3 60 0.1 "MI-a1" "gamma10" 0.144278036983831 0.053960525539637 0.0371195279395418 0.25143654602812
