"ID" "method" "parameter" "gamma01" "ICC" "R" "estimate" "stand_err" "bias" "rel_bias" "coverage" "empSE" "mcse_bias" "mcse_cov" "mcse_empSE"
"1" 1 "bayes" "gamma01" 0 0.1 2 -0.00473855670484415 0.301934336842078 -0.00473855670484415 NA 1 0.120045982876579 0.0848853285462328 0 0.0848853285462328
"2" 1 "bayes" "gamma10" 0 0.1 2 0.227388001566549 0.0910874428026565 -0.072611998433451 -0.24203999477817 1 0.048430016169089 0.034245192846137 0 0.034245192846137
"3" 1 "CD" "gamma01" 0 0.1 2 0.146351248442586 0.242516602681174 0.146351248442586 NA 1 0.0568653326788248 0.040209862351626 0 0.040209862351626
"4" 1 "CD" "gamma10" 0 0.1 2 0.268949158284825 0.0743304519324983 -0.0310508417151755 -0.103502805717252 1 0.0465497807155773 0.0329156656067315 0 0.0329156656067315
"5" 1 "LD" "gamma01" 0 0.1 2 0.0437714052863432 0.202626583613128 0.0437714052863432 NA 1 0.144184417729697 0.101953779518103 0 0.101953779518103
"6" 1 "LD" "gamma10" 0 0.1 2 0.220370588153189 0.0905879352613159 -0.079629411846811 -0.265431372822703 1 0.0548749001799195 0.038802414034156 0 0.038802414034156
"7" 1 "MI-a" "gamma01" 0 0.1 2 -0.0062088577916396 0.215578320595274 -0.0062088577916396 NA 1 0.0686868383743515 0.0485689291927683 0 0.0485689291927683
"8" 1 "MI-a" "gamma10" 0 0.1 2 0.22555684081003 0.0963269020725245 -0.07444315918997 -0.248143863966567 1 0.0671558211364179 0.047486336521712 0 0.047486336521712
"9" 1 "MI-R" "gamma01" 0 0.1 2 -0.0062088577916396 0.215578320595274 -0.0062088577916396 NA 1 0.0686868383743515 0.0485689291927683 0 0.0485689291927683
"10" 1 "MI-R" "gamma10" 0 0.1 2 0.22555684081003 0.0963269020725245 -0.07444315918997 -0.248143863966567 1 0.0671558211364179 0.047486336521712 0 0.047486336521712
"11" 2 "bayes" "gamma01" 0.3 0.1 2 0.682786193778666 0.351056470902426 0.382786193778666 1.27595397926222 1 0.0721273242989474 0.051001720120627 0 0.051001720120627
"12" 2 "bayes" "gamma10" 0.3 0.1 2 0.232242349627852 0.104896056585852 -0.067757650372148 -0.225858834573827 1 0.0863434407133268 0.061054032439372 0 0.061054032439372
"13" 2 "CD" "gamma01" 0.3 0.1 2 0.580998814117792 0.254952408033635 0.280998814117792 0.936662713725973 1 0.195528688813118 0.13825966177627 0 0.13825966177627
"14" 2 "CD" "gamma10" 0.3 0.1 2 0.272301077428304 0.0828522091378853 -0.027698922571696 -0.0923297419056533 1 0.0454836627031924 0.032161806330629 0 0.032161806330629
"15" 2 "LD" "gamma01" 0.3 0.1 2 0.638890565146101 0.272852176331388 0.338890565146101 1.12963521715367 1 0.0539834904752928 0.038172092187199 0 0.038172092187199
"16" 2 "LD" "gamma10" 0.3 0.1 2 0.259219493127132 0.109280324046895 -0.0407805068728675 -0.135935022909558 1 0.0970604313770442 0.0686320892115995 0 0.0686320892115995
"17" 2 "MI-a" "gamma01" 0.3 0.1 2 0.635545724410637 0.267506312669769 0.335545724410637 1.11848574803546 1 0.0808127339733305 0.0571432321987665 0 0.0571432321987665
"18" 2 "MI-a" "gamma10" 0.3 0.1 2 0.234835222709519 0.0970996984841157 -0.0651647772904815 -0.217215924301605 1 0.0846933423453553 0.0598872366937545 0 0.0598872366937545
"19" 2 "MI-R" "gamma01" 0.3 0.1 2 0.635545724410637 0.267506312669769 0.335545724410637 1.11848574803546 1 0.0808127339733305 0.0571432321987665 0 0.0571432321987665
"20" 2 "MI-R" "gamma10" 0.3 0.1 2 0.234835222709519 0.0970996984841157 -0.0651647772904815 -0.217215924301605 1 0.0846933423453553 0.0598872366937545 0 0.0598872366937545
"21" 3 "bayes" "gamma01" 0 0.1 2 -0.257960675395339 0.229470646557205 -0.257960675395339 NA 0.5 0.213321497313123 0.150841077322977 0.353553390593274 0.150841077322977
"22" 3 "bayes" "gamma10" 0 0.1 2 0.274803388622523 0.0735449647075114 -0.025196611377477 -0.0839887045915899 1 0.0120227483837525 0.00850136691065101 0 0.00850136691065101
"23" 3 "CD" "gamma01" 0 0.1 2 -0.236152289527187 0.173552967707236 -0.236152289527187 NA 0.5 0.201368858096315 0.142389285079696 0.353553390593274 0.142389285079696
"24" 3 "CD" "gamma10" 0 0.1 2 0.320844216555674 0.0598459980561032 0.020844216555674 0.0694807218522466 1 0.0266881883217697 0.018871398939907 0 0.018871398939907
"25" 3 "LD" "gamma01" 0 0.1 2 -0.132262660942997 0.210288435686768 -0.132262660942997 NA 1 0.131008005724706 0.0926366492376659 0 0.0926366492376659
"26" 3 "LD" "gamma10" 0 0.1 2 0.270465906745628 0.0736289181987556 -0.0295340932543725 -0.0984469775145748 1 0.017311367350539 0.0122409852451775 0 0.0122409852451775
"27" 3 "MI-a" "gamma01" 0 0.1 2 -0.162753303487567 0.21647764550822 -0.162753303487567 NA 1 0.181448958360321 0.128303788895818 0 0.128303788895818
"28" 3 "MI-a" "gamma10" 0 0.1 2 0.270148915933813 0.0780259380528976 -0.029851084066187 -0.0995036135539568 1 0.00166953178243322 0.001180537244765 0 0.001180537244765
"29" 3 "MI-R" "gamma01" 0 0.1 2 -0.162753303487567 0.21647764550822 -0.162753303487567 NA 1 0.181448958360321 0.128303788895818 0 0.128303788895818
"30" 3 "MI-R" "gamma10" 0 0.1 2 0.270148915933813 0.0780259380528976 -0.029851084066187 -0.0995036135539568 1 0.00166953178243322 0.001180537244765 0 0.001180537244765
