"ID" "gamma01" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
1 0 15 0.1 0 "CD" "gamma01" 0.293815937139927 0.0730781806667232 0.150095609690014 0.437536264732465
1 0 15 0.1 0 "CD" "gamma10" 0.605708138483986 0.214741292837301 0.187407804049101 1.02400847146006
1 0 15 0.1 0 "LD" "gamma01" 0.373025544761465 0.106547820713343 0.162916409736738 0.583134680157256
1 0 15 0.1 0 "LD" "gamma10" 0.481002574095811 0.179797064099765 0.12810635626786 0.827908607259565
1 0 15 0.1 0 "MI-R" "gamma01" 0.360617786142635 0.0986130229034423 0.165098920338957 0.556136651946313
1 0 15 0.1 0 "MI-R" "gamma10" 0.396321561725707 0.191263285031223 0.019882419336069 0.772760704115344
1 0 15 0.1 0 "MI-a" "gamma01" 0.360617786142635 0.0986130229034423 0.130452293727386 0.590783278557884
1 0 15 0.1 0 "MI-a" "gamma10" 0.396321561725707 0.191263285031223 -0.0357759401648313 0.828419063616245
2 0.3 15 0.1 0 "CD" "gamma01" 0.355031675440245 0.0714642410405027 0.214485427148157 0.495577923871808
2 0.3 15 0.1 0 "CD" "gamma10" 0.262613263286032 0.299005584123285 -0.319827747504205 0.845054272045033
2 0.3 15 0.1 0 "LD" "gamma01" 0.336679760304369 0.0906236360173713 0.158007543149577 0.515351977868727
2 0.3 15 0.1 0 "LD" "gamma10" 0.067989123392938 0.291023397819781 -0.500465609740459 0.633107385811654
2 0.3 15 0.1 0 "MI-R" "gamma01" 0.314414260530012 0.080948174990987 0.154724274148722 0.474104246911302
2 0.3 15 0.1 0 "MI-R" "gamma10" 0.155712858834724 0.332968634519457 -0.502060119250205 0.813485836919653
2 0.3 15 0.1 0 "MI-a" "gamma01" 0.314414260530012 0.080948174990987 0.129554825025576 0.499273696034449
2 0.3 15 0.1 0 "MI-a" "gamma10" 0.155712858834724 0.332968634519457 -0.609365870091426 0.920791587760874
3 0 30 0.1 0 "CD" "gamma01" 0.240938558166525 0.0577218627721419 0.127612629769609 0.354264486593545
3 0 30 0.1 0 "CD" "gamma10" -0.00407165898827466 0.163230185615062 -0.323312347295701 0.315169032477261
3 0 30 0.1 0 "LD" "gamma01" 0.153905308673297 0.0702904861131808 0.0158377656181663 0.291972851805245
3 0 30 0.1 0 "LD" "gamma10" 0.208533750799351 0.17606774642001 -0.134887326979908 0.553586471232951
3 0 30 0.1 0 "MI-R" "gamma01" 0.158740121648987 0.0726819629688241 0.0140259957703341 0.30345424752764
3 0 30 0.1 0 "MI-R" "gamma10" 0.0323770427543068 0.159158437180838 -0.279814353742584 0.344568439251198
3 0 30 0.1 0 "MI-a" "gamma01" 0.158740121648987 0.0726819629688241 0.00297631488972566 0.314503928408248
3 0 30 0.1 0 "MI-a" "gamma10" 0.0323770427543068 0.159158437180838 -0.296248372772655 0.361002458281268
4 0.3 30 0.1 0 "CD" "gamma01" 0.239723034718311 0.0546010831598768 0.132524164988924 0.346921904476178
4 0.3 30 0.1 0 "CD" "gamma10" 0.536743894806335 0.21211607141934 0.121893665845062 0.95159412787151
