"ID" "gamma01" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
3 0 30 0.1 0 "CD" "gamma10" 0.339715615495581 0.0556012548437299 0.230293261972876 0.449137969018286
3 0 30 0.1 0 "CD" "gamma01" -0.378541574606883 0.139727258042177 -0.664759887883946 -0.0923232613298198
3 0 30 0.1 0 "LD" "gamma10" 0.25822492150045 0.0692960597496717 0.121600567612755 0.394849275388145
3 0 30 0.1 0 "LD" "gamma01" -0.224899310180663 0.196753047802383 -0.627929658469045 0.178131038107719
3 0 30 0.1 0 "MI-R" "gamma10" 0.268968378689048 0.0740585739063942 0.120921854831385 0.417014902546711
3 0 30 0.1 0 "MI-R" "gamma01" -0.291057092383385 0.202120133264089 -0.690549672062722 0.108435487295953
3 0 30 0.1 0 "MI-a" "gamma10" 0.268968378689048 0.0740585739063942 0.119925022590671 0.418011734787425
3 0 30 0.1 0 "MI-a" "gamma01" -0.291057092383385 0.202120133264089 -0.716922238549289 0.13480805378252
3 0 30 0.1 0 "bayes" "gamma10" 0.266302021711872 0.068809916733123 0.131437063135751 0.401166980287993
3 0 30 0.1 0 "bayes" "gamma01" -0.408801752718316 0.194808067306523 -0.790618548536955 -0.0269849568996772
8 0.3 15 0.3 0 "CD" "gamma10" 0.371328242217013 0.0777599262101184 0.217656485943334 0.524999998490691
8 0.3 15 0.3 0 "CD" "gamma01" 0.657434354067013 0.283836936729043 0.0442419324111758 1.27062677572285
8 0.3 15 0.3 0 "LD" "gamma10" 0.46508907746396 0.0913413941367256 0.283955665169492 0.646222489758427
8 0.3 15 0.3 0 "LD" "gamma01" 0.54840721398481 0.283789429672206 -0.0646825749144749 1.1614970028841
8 0.3 15 0.3 0 "MI-R" "gamma10" 0.423496614681114 0.0831318583648862 0.259856654816218 0.587136574546011
8 0.3 15 0.3 0 "MI-R" "gamma01" 0.582715403516372 0.31394656453923 -0.0357550076094257 1.20118581464217
8 0.3 15 0.3 0 "MI-a" "gamma10" 0.423496614681114 0.0831318583648862 0.258204238956739 0.58878899040549
8 0.3 15 0.3 0 "MI-a" "gamma01" 0.582715403516372 0.31394656453923 -0.129662910687338 1.29509371772008
8 0.3 15 0.3 0 "bayes" "gamma10" 0.433175566768418 0.0896273983566825 0.257509093961296 0.60884203957554
8 0.3 15 0.3 0 "bayes" "gamma01" 0.619383029014221 0.398868302893134 -0.162384479230934 1.40115053725938
