"ID" "gamma01" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
4 0.3 30 0.1 0 "CD" "gamma10" 0.328265006523281 0.0602987223336168 0.209598114369488 0.446931898677073
4 0.3 30 0.1 0 "CD" "gamma01" 0.673799321845879 0.226768933325669 0.209284219284288 1.13831442440747
4 0.3 30 0.1 0 "LD" "gamma10" 0.335554015351827 0.0726812945916433 0.192251149407709 0.478856881295944
4 0.3 30 0.1 0 "LD" "gamma01" 0.628106588151594 0.226892042703777 0.163339307460666 1.09287386884252
4 0.3 30 0.1 0 "MI-R" "gamma10" 0.348149956222472 0.0688595201689519 0.211667138971182 0.484632773473762
4 0.3 30 0.1 0 "MI-R" "gamma01" 0.627537040279525 0.253535441301961 0.128777652189481 1.12629642836957
4 0.3 30 0.1 0 "MI-a" "gamma10" 0.348149956222472 0.0688595201689519 0.210875924282934 0.48542398816201
4 0.3 30 0.1 0 "MI-a" "gamma01" 0.627537040279525 0.253535441301961 0.0994837674520884 1.15559031310696
4 0.3 30 0.1 0 "bayes" "gamma10" 0.341302707812424 0.0672072074715408 0.209579001666693 0.473026413958155
4 0.3 30 0.1 0 "bayes" "gamma01" 0.729591851332516 0.331261304467471 0.0803316251045159 1.37885207756052
7 0 15 0.3 0 "CD" "gamma10" 0.170313320072984 0.0810467027107444 0.0101461265998738 0.330480513546093
7 0 15 0.3 0 "CD" "gamma01" -0.147049714771999 0.241231495205672 -0.668198675965988 0.374099246421989
7 0 15 0.3 0 "LD" "gamma10" 0.152477776734937 0.098480146819337 -0.0428803436862019 0.347835897156075
7 0 15 0.3 0 "LD" "gamma01" 0.0584157823425258 0.292527616176327 -0.573551710794588 0.69038327547964
7 0 15 0.3 0 "MI-R" "gamma10" 0.157499333067406 0.111137000187119 -0.0663631476397854 0.381361813774597
7 0 15 0.3 0 "MI-R" "gamma01" -0.0971203383383759 0.284050928543191 -0.654060105273751 0.459819428597
7 0 15 0.3 0 "MI-a" "gamma10" 0.157499333067406 0.111137000187119 -0.0698162343892452 0.384814900524057
7 0 15 0.3 0 "MI-a" "gamma01" -0.0971203383383759 0.284050928543191 -0.724190282764837 0.529949606088086
7 0 15 0.3 0 "bayes" "gamma10" 0.169718486615499 0.100444337165093 -0.0271487966790807 0.366585769910078
7 0 15 0.3 0 "bayes" "gamma01" -0.0912212368385858 0.32178554759051 -0.721909320861484 0.539466847184312
10 0.3 30 0.3 0 "CD" "gamma10" 0.266920002131219 0.0544538067077279 0.15975580763639 0.374084196626048
10 0.3 30 0.3 0 "CD" "gamma01" 0.103386233730889 0.17775700366437 -0.260732482079329 0.467504949541107
10 0.3 30 0.3 0 "LD" "gamma10" 0.273893011558534 0.0653348651086902 0.145114129692679 0.402671893424388
10 0.3 30 0.3 0 "LD" "gamma01" 0.0729258388372913 0.18880324632807 -0.313820079335255 0.459671757009837
10 0.3 30 0.3 0 "MI-R" "gamma10" 0.283289146235419 0.0622005483160047 0.160513264788285 0.406065027682553
10 0.3 30 0.3 0 "MI-R" "gamma01" 0.116159405584074 0.196624338539337 -0.26966791252344 0.501986723691588
10 0.3 30 0.3 0 "MI-a" "gamma10" 0.283289146235419 0.0622005483160047 0.159858803706128 0.40671948876471
10 0.3 30 0.3 0 "MI-a" "gamma01" 0.116159405584074 0.196624338539337 -0.290375860021248 0.522694671189395
10 0.3 30 0.3 0 "bayes" "gamma10" 0.27489593177221 0.0656284675181221 0.146266499076134 0.403525364468286
10 0.3 30 0.3 0 "bayes" "gamma01" 0.0747324153448781 0.217189020308305 -0.350950242296939 0.500415072986695
14 0.3 15 0.1 0.3 "CD" "gamma10" 0.21912568131612 0.0710065205708426 0.0788002302152601 0.35945113241698
14 0.3 15 0.1 0.3 "CD" "gamma01" 0.352856189711103 0.270299716185818 -0.231090844987527 0.936803224409733
14 0.3 15 0.1 0.3 "LD" "gamma10" 0.151681748826512 0.0935741401456019 -0.0339666800926935 0.337330177745717
14 0.3 15 0.1 0.3 "LD" "gamma01" 0.275390492047116 0.236104972423452 -0.234683290011523 0.785464274105754
14 0.3 15 0.1 0.3 "MI-R" "gamma10" 0.145881783237192 0.0872796648577592 -0.0272750162108851 0.31903858268527
14 0.3 15 0.1 0.3 "MI-R" "gamma01" 0.306783934107324 0.250811576303401 -0.185308306996242 0.798876175210891
14 0.3 15 0.1 0.3 "MI-a" "gamma10" 0.145881783237192 0.0872796648577592 -0.029344183981303 0.321107750455688
14 0.3 15 0.1 0.3 "MI-a" "gamma01" 0.306783934107324 0.250811576303401 -0.24997155391927 0.863539422133919
14 0.3 15 0.1 0.3 "bayes" "gamma10" 0.13153988354501 0.0885796417580576 -0.0420730240642427 0.305152791154264
14 0.3 15 0.1 0.3 "bayes" "gamma01" 0.349459395863253 0.329622259725606 -0.296588361701641 0.995507153428148
18 0.3 60 0.1 0.3 "CD" "gamma10" 0.264704462098141 0.0401803765090049 0.185792389673033 0.343616534523249
18 0.3 60 0.1 0.3 "CD" "gamma01" 0.50551058321093 0.120400677973497 0.264502441008442 0.746518725413418
18 0.3 60 0.1 0.3 "LD" "gamma10" 0.28340120418895 0.0512777920194894 0.182606732141799 0.384195676236102
18 0.3 60 0.1 0.3 "LD" "gamma01" 0.379175016797713 0.117931056565816 0.143110358946198 0.615239674649229
18 0.3 60 0.1 0.3 "MI-R" "gamma10" 0.263564620833479 0.0456339543190619 0.173561195285867 0.353568046381091
18 0.3 60 0.1 0.3 "MI-R" "gamma01" 0.42382242272314 0.129952756421783 0.168696195817478 0.678948649628802
