"ID" "N2" "ICC" "method" "parameter" "est" "se" "ci_l" "ci_u"
6 60 0.1 "MI-a1" "gamma01" 0.310076080808817 0.106254100135076 0.0958857135160234 0.524266448101611
6 60 0.1 "MI-R2" "gamma10" 0.258693027192907 0.0602889467386855 0.135434097531027 0.381951956854788
6 60 0.1 "MI-R2" "gamma01" 0.337055327711471 0.107273493927178 0.126172919333054 0.547937736089889
6 60 0.1 "MI-a2" "gamma10" 0.258693027192907 0.0602889467386855 0.134845631212325 0.382540423173489
6 60 0.1 "MI-a2" "gamma01" 0.337055327711471 0.107273493927178 0.120674077025663 0.55343657839728
6 60 0.1 "MI-R1" "gamma10" 0.206154978139578 0.0477031480942985 0.111712726744684 0.300597229534471
6 60 0.1 "MI-R1" "gamma01" 0.580954892493805 0.138478174722668 0.308841528068534 0.853068256919076
6 60 0.1 "MI-a1" "gamma10" 0.206154978139578 0.0477031480942985 0.111445203003457 0.300864753275699
6 60 0.1 "MI-a1" "gamma01" 0.580954892493805 0.138478174722668 0.301838800854835 0.860070984132775
6 60 0.1 "MI-R2" "gamma10" 0.214035840317538 0.0435348392969181 0.128529323002025 0.29954235763305
6 60 0.1 "MI-R2" "gamma01" 0.554532866464429 0.142113807897704 0.275212482123779 0.83385325080508
6 60 0.1 "MI-a2" "gamma10" 0.214035840317538 0.0435348392969181 0.12832966761815 0.299742013016925
6 60 0.1 "MI-a2" "gamma01" 0.554532866464429 0.142113807897704 0.267971830276805 0.841093902652053
1 15 0.1 "MI-R1" "gamma10" 0.140960067171925 0.114306496455812 -0.0898753343139187 0.371795468657769
