"ID" "N2" "ICC" "method" "parameter" "est" "se" "ci_l" "ci_u"
4 15 0.1 "MI-R1" "gamma10" 0.157467295592689 0.0788568509552481 0.00284354525735248 0.312091045928026
4 15 0.1 "MI-R1" "gamma01" 0.488584710426292 0.164328244962764 0.166207232309452 0.810962188543132
4 15 0.1 "MI-a1" "gamma10" 0.157467295592689 0.0788568509552481 0.00146289420325965 0.313471696982119
4 15 0.1 "MI-a1" "gamma01" 0.488584710426292 0.164328244962764 0.124090430721723 0.853078990130861
4 15 0.1 "MI-R2" "gamma10" 0.143105618380361 0.0993344365908459 -0.0561187841955095 0.342330020956231
4 15 0.1 "MI-R2" "gamma01" 0.542605994914274 0.188748846291945 0.170464910931006 0.914747078897542
4 15 0.1 "MI-a2" "gamma10" 0.143105618380361 0.0993344365908459 -0.0590467538997951 0.345257990660517
4 15 0.1 "MI-a2" "gamma01" 0.542605994914274 0.188748846291945 0.112673481042256 0.972538508786292
4 15 0.1 "MI-R1" "gamma10" 0.230585042874924 0.0812357681840773 0.0701474317313516 0.391022654018496
4 15 0.1 "MI-R1" "gamma01" 0.392488042776262 0.234168191298379 -0.066831446255794 0.851807531808319
4 15 0.1 "MI-a1" "gamma10" 0.230585042874924 0.0812357681840773 0.0683590568003087 0.392811028949539
4 15 0.1 "MI-a1" "gamma01" 0.392488042776262 0.234168191298379 -0.126318531517954 0.911294617070479
4 15 0.1 "MI-R2" "gamma10" 0.201870413682743 0.0836138960656792 0.0361900177774695 0.367550809588016
4 15 0.1 "MI-R2" "gamma01" 0.402475243277396 0.268734356979358 -0.126242096338146 0.931192582892938
4 15 0.1 "MI-a2" "gamma10" 0.201870413682743 0.0836138960656792 0.0342152974789636 0.369525529886522
4 15 0.1 "MI-a2" "gamma01" 0.402475243277396 0.268734356979358 -0.203527170678151 1.00847765723294
3 60 0.1 "MI-R1" "gamma10" 0.301296089058722 0.061142715707084 0.176941668884031 0.425650509233412
3 60 0.1 "MI-R1" "gamma01" 0.315873459785456 0.119624327208243 0.0810814638505579 0.550665455720355
3 60 0.1 "MI-a1" "gamma10" 0.301296089058722 0.061142715707084 0.176393755726922 0.426198422390521
3 60 0.1 "MI-a1" "gamma01" 0.315873459785456 0.119624327208243 0.0752924201745225 0.55645449939639
3 60 0.1 "MI-R2" "gamma10" 0.303712440404384 0.051772794839657 0.200756640242436 0.406668240566332
3 60 0.1 "MI-R2" "gamma01" 0.36998525581319 0.123012231661936 0.128286969620902 0.611683542005478
3 60 0.1 "MI-a2" "gamma10" 0.303712440404384 0.051772794839657 0.200440007777809 0.406984873030959
3 60 0.1 "MI-a2" "gamma01" 0.36998525581319 0.123012231661936 0.122087443629899 0.617883067996481
4 15 0.1 "MI-R1" "gamma10" 0.0413827098602334 0.101435315991045 -0.158200474396606 0.240965894117073
4 15 0.1 "MI-R1" "gamma01" 0.600606146399513 0.560113268918384 -0.527167877031391 1.72838016983042
4 15 0.1 "MI-a1" "gamma10" 0.0413827098602334 0.101435315991045 -0.160234186331678 0.242999606052145
4 15 0.1 "MI-a1" "gamma01" 0.600606146399513 0.560113268918384 -0.797538889575354 1.99875118237438
4 15 0.1 "MI-R2" "gamma10" 0.0304455895988329 0.107695705658634 -0.18300702623103 0.243898205428696
4 15 0.1 "MI-R2" "gamma01" 0.669404099018238 0.482645623310355 -0.285556363290121 1.6243645613266
4 15 0.1 "MI-a2" "gamma10" 0.0304455895988329 0.107695705658634 -0.185563575640339 0.246454754838004
4 15 0.1 "MI-a2" "gamma01" 0.669404099018238 0.482645623310355 -0.447200677343675 1.78600887538015
2 30 0.1 "MI-R1" "gamma10" 0.157082538239296 0.0753005735180584 0.00664874012861955 0.307516336349973
2 30 0.1 "MI-R1" "gamma01" 0.468198427997407 0.16200628633703 0.150161455615306 0.786235400379507
2 30 0.1 "MI-a1" "gamma10" 0.157082538239296 0.0753005735180584 0.00563616991569507 0.308528906562898
2 30 0.1 "MI-a1" "gamma01" 0.468198427997407 0.16200628633703 0.132760786186718 0.803636069808095
2 30 0.1 "MI-R2" "gamma10" 0.154203096376626 0.0714726756964041 0.0123922396572358 0.296013953096015
2 30 0.1 "MI-R2" "gamma01" 0.467260162012127 0.181054547665765 0.111072865846271 0.823447458177983
2 30 0.1 "MI-a2" "gamma10" 0.154203096376626 0.0714726756964041 0.0115452368623189 0.296860955890932
