"ID" "N2" "ICC" "method" "parameter" "est" "se" "ci_l" "ci_u"
1 15 0.1 "MI-R1" "gamma10" 0.247392865527132 0.0799936316637396 0.0895745034988552 0.405211227555408
1 15 0.1 "MI-R1" "gamma01" 0.376579742488232 0.475310426004659 -0.577157828233683 1.33031731321015
1 15 0.1 "MI-a1" "gamma10" 0.247392865527132 0.0799936316637396 0.0878557206163456 0.406930010437918
1 15 0.1 "MI-a1" "gamma01" 0.376579742488232 0.475310426004659 -0.791502603152168 1.54466208812863
1 15 0.1 "MI-R2" "gamma10" 0.240379139209248 0.0753772690977253 0.0922083187883389 0.388549959630156
1 15 0.1 "MI-R2" "gamma01" 0.208063860728394 0.391503167465587 -0.562530145852028 0.978657867308816
1 15 0.1 "MI-a2" "gamma10" 0.240379139209248 0.0753772690977253 0.0907394987370846 0.390018779681411
1 15 0.1 "MI-a2" "gamma01" 0.208063860728394 0.391503167465587 -0.676679521962223 1.09280724341901
3 60 0.1 "MI-R1" "gamma10" 0.206101899087245 0.0495609676035728 0.106932096268786 0.305271701905705
3 60 0.1 "MI-R1" "gamma01" 0.204130578040551 0.135654642803166 -0.0624466578404306 0.470707813921533
3 60 0.1 "MI-a1" "gamma10" 0.206101899087245 0.0495609676035728 0.106593453687618 0.305610344486872
3 60 0.1 "MI-a1" "gamma01" 0.204130578040551 0.135654642803166 -0.069317187327853 0.477578343408955
3 60 0.1 "MI-R2" "gamma10" 0.216017842545719 0.0442378960401488 0.128741453485225 0.303294231606212
3 60 0.1 "MI-R2" "gamma01" 0.245333558658462 0.136065600202799 -0.0218288532087799 0.512495970525704
3 60 0.1 "MI-a2" "gamma10" 0.216017842545719 0.0442378960401488 0.128511599072002 0.303524086019436
3 60 0.1 "MI-a2" "gamma01" 0.245333558658462 0.136065600202799 -0.028516067595395 0.519183184912319
4 15 0.1 "MI-R1" "gamma10" 0.230688399162926 0.0837706140481833 0.0653699292630043 0.396006869062847
4 15 0.1 "MI-R1" "gamma01" 0.234329842811984 0.192410040224846 -0.143258020428532 0.611917706052501
4 15 0.1 "MI-a1" "gamma10" 0.230688399162926 0.0837706140481833 0.0635575274820794 0.397819270843772
4 15 0.1 "MI-a1" "gamma01" 0.234329842811984 0.192410040224846 -0.193408297140676 0.662067982764645
4 15 0.1 "MI-R2" "gamma10" 0.246677609480747 0.0913810413625719 0.0647420657747578 0.428613153186736
4 15 0.1 "MI-R2" "gamma01" 0.306430982693401 0.205364083372187 -0.0989536052699549 0.711815570656757
4 15 0.1 "MI-a2" "gamma10" 0.246677609480747 0.0913810413625719 0.0623765385391164 0.430978680422378
4 15 0.1 "MI-a2" "gamma01" 0.306430982693401 0.205364083372187 -0.163867312170288 0.77672927755709
3 60 0.1 "MI-R1" "gamma10" 0.170769324579517 0.0519318313937436 0.0680615558743848 0.27347709328465
3 60 0.1 "MI-R1" "gamma01" 0.301237853031088 0.129129668909166 0.0479148251367351 0.554560880925442
3 60 0.1 "MI-a1" "gamma10" 0.170769324579517 0.0519318313937436 0.0677765475639357 0.273762101595099
3 60 0.1 "MI-a1" "gamma01" 0.301237853031088 0.129129668909166 0.0418101036737437 0.560665602388433
3 60 0.1 "MI-R2" "gamma10" 0.176001913989863 0.0508449870021805 0.0755950816806877 0.276408746299038
3 60 0.1 "MI-R2" "gamma01" 0.315290013276423 0.151240935081801 0.0153755311731283 0.615204495379717
3 60 0.1 "MI-a2" "gamma10" 0.176001913989863 0.0508449870021805 0.0753250668955239 0.276678761084202
3 60 0.1 "MI-a2" "gamma01" 0.315290013276423 0.151240935081801 0.00581958628120582 0.62476044027164
4 15 0.1 "MI-R1" "gamma10" 0.276188895872907 0.0874322315344064 0.103117244795102 0.449260546950712
4 15 0.1 "MI-R1" "gamma01" 0.0839956188019404 0.391990170444122 -0.687193209138931 0.855184446742812
4 15 0.1 "MI-a1" "gamma10" 0.276188895872907 0.0874322315344064 0.101094671948626 0.451283119797188
4 15 0.1 "MI-a1" "gamma01" 0.0839956188019404 0.391990170444122 -0.799802040793279 0.96779327839716
4 15 0.1 "MI-R2" "gamma10" 0.279105590171383 0.0917861584822593 0.0961557818776925 0.462055398465073
4 15 0.1 "MI-R2" "gamma01" 0.127044364252065 0.527431020601898 -0.916083702949985 1.17017243145411
4 15 0.1 "MI-a2" "gamma10" 0.279105590171383 0.0917861584822593 0.0937297941799839 0.464481386162781
4 15 0.1 "MI-a2" "gamma01" 0.127044364252065 0.527431020601898 -1.09093255296827 1.3450212814724
2 30 0.1 "MI-R1" "gamma10" 0.188805769062573 0.0720451350695298 0.0455371810668745 0.332074357058272
2 30 0.1 "MI-R1" "gamma01" 0.50717697708407 0.162297501787094 0.185835812132034 0.828518142036105
2 30 0.1 "MI-a1" "gamma10" 0.188805769062573 0.0720451350695298 0.0446459338134977 0.332965604311649
2 30 0.1 "MI-a1" "gamma01" 0.50717697708407 0.162297501787094 0.163823547171173 0.850530406996966
2 30 0.1 "MI-R2" "gamma10" 0.198201978827169 0.0714493034269186 0.0562660752488117 0.340137882405526
2 30 0.1 "MI-R2" "gamma01" 0.522677366471513 0.153653538578603 0.221044948682136 0.824309784260891
2 30 0.1 "MI-a2" "gamma10" 0.198201978827169 0.0714493034269186 0.0553993925906894 0.341004565063649
2 30 0.1 "MI-a2" "gamma01" 0.522677366471513 0.153653538578603 0.204557946385904 0.840796786557123
3 60 0.1 "MI-R1" "gamma10" 0.273807176791496 0.0515061911506047 0.170612133149582 0.37700222043341
3 60 0.1 "MI-R1" "gamma01" 0.380561818522567 0.108012918533003 0.167976872101259 0.593146764943875
3 60 0.1 "MI-a1" "gamma10" 0.273807176791496 0.0515061911506047 0.170252302839462 0.37736205074353
3 60 0.1 "MI-a1" "gamma01" 0.380561818522567 0.108012918533003 0.16224268989366 0.598880947151474
3 60 0.1 "MI-R2" "gamma10" 0.256356152193855 0.0516201118614657 0.153026535454322 0.359685768933388
3 60 0.1 "MI-R2" "gamma01" 0.38667274177537 0.104016255667526 0.182667258004856 0.590678225545883
3 60 0.1 "MI-a2" "gamma10" 0.256356152193855 0.0516201118614657 0.15267148297989 0.36004082140782
3 60 0.1 "MI-a2" "gamma01" 0.38667274177537 0.104016255667526 0.177817326296762 0.595528157253977
4 15 0.1 "MI-R1" "gamma10" 0.309172984345243 0.091882452429536 0.128183168955288 0.490162799735198
4 15 0.1 "MI-R1" "gamma01" 0.600248049452717 0.2974941430188 0.0136479117599182 1.18684818714552
4 15 0.1 "MI-a1" "gamma10" 0.309172984345243 0.091882452429536 0.126284030271523 0.492061938418963
4 15 0.1 "MI-a1" "gamma01" 0.600248049452717 0.2974941430188 -0.0776718158846946 1.27816791479013
4 15 0.1 "MI-R2" "gamma10" 0.289179268871191 0.0942599141396114 0.102745588566938 0.475612949175445
4 15 0.1 "MI-R2" "gamma01" 0.622663972467204 0.311134043899065 0.0106277880296305 1.23470015690478
4 15 0.1 "MI-a2" "gamma10" 0.289179268871191 0.0942599141396114 0.100602527265461 0.477756010476922
4 15 0.1 "MI-a2" "gamma01" 0.622663972467204 0.311134043899065 -0.0783811905328987 1.32370913546731
2 30 0.1 "MI-R1" "gamma10" 0.207530209209619 0.063649540300191 0.0813225401928318 0.333737878226407
2 30 0.1 "MI-R1" "gamma01" 0.411051043265205 0.142885321986624 0.130765555961069 0.691336530569342
2 30 0.1 "MI-a1" "gamma10" 0.207530209209619 0.063649540300191 0.0805777120081481 0.334482706411091
2 30 0.1 "MI-a1" "gamma01" 0.411051043265205 0.142885321986624 0.115970172768121 0.706131913762289
2 30 0.1 "MI-R2" "gamma10" 0.224100927300163 0.0637957675136445 0.0976712519379608 0.350530602662365
2 30 0.1 "MI-R2" "gamma01" 0.39601758632587 0.146214182416545 0.108922455171941 0.683112717479798
2 30 0.1 "MI-a2" "gamma10" 0.224100927300163 0.0637957675136445 0.0969326635306623 0.351269191069664
2 30 0.1 "MI-a2" "gamma01" 0.39601758632587 0.146214182416545 0.0930829299683327 0.698952242683407
4 15 0.1 "MI-R1" "gamma10" 0.263009517682634 0.102471415591085 0.058180828384915 0.467838206980353
4 15 0.1 "MI-R1" "gamma01" 0.539900475090093 0.208387431925871 0.129919756166987 0.949881194013199
4 15 0.1 "MI-a1" "gamma10" 0.263009517682634 0.102471415591085 0.0553312551139933 0.470687780251275
4 15 0.1 "MI-a1" "gamma01" 0.539900475090093 0.208387431925871 0.0700271802225875 1.0097737699576
4 15 0.1 "MI-R2" "gamma10" 0.239008905718405 0.0987637857892659 0.0432041210739216 0.434813690362889
4 15 0.1 "MI-R2" "gamma01" 0.622910313501163 0.220473651220245 0.18947507948127 1.05634554752105
4 15 0.1 "MI-a2" "gamma10" 0.239008905718405 0.0987637857892659 0.0408463100942859 0.437171501342525
4 15 0.1 "MI-a2" "gamma01" 0.622910313501163 0.220473651220245 0.127669620493674 1.11815100650865
1 15 0.1 "MI-R1" "gamma10" 0.17189679290107 0.0839343636748711 0.00709656803500136 0.336697017767138
1 15 0.1 "MI-R1" "gamma01" -0.214773501059505 0.229176179357768 -0.665538932123015 0.235991930004005
1 15 0.1 "MI-a1" "gamma10" 0.17189679290107 0.0839343636748711 0.0055258220543101 0.338267763747829
1 15 0.1 "MI-a1" "gamma01" -0.214773501059505 0.229176179357768 -0.730862493004145 0.301315490885136
1 15 0.1 "MI-R2" "gamma10" 0.174389243019134 0.0911531502393944 -0.00613453944091991 0.354913025479188
1 15 0.1 "MI-R2" "gamma01" -0.276519688074546 0.244935955164675 -0.760919561165493 0.207880185016402
1 15 0.1 "MI-a2" "gamma10" 0.174389243019134 0.0911531502393944 -0.00826420491914484 0.357042690957413
1 15 0.1 "MI-a2" "gamma01" -0.276519688074546 0.244935955164675 -0.842025973772587 0.288986597623496
5 30 0.1 "MI-R1" "gamma10" 0.138978896974809 0.0683982681688752 0.00366025015063853 0.27429754379898
5 30 0.1 "MI-R1" "gamma01" 0.635077838629124 0.250156789846767 0.139990535664698 1.13016514159355
5 30 0.1 "MI-a1" "gamma10" 0.138978896974809 0.0683982681688752 0.00289577498281096 0.275062018966807
5 30 0.1 "MI-a1" "gamma01" 0.635077838629124 0.250156789846767 0.106375753881005 1.16377992337724
5 30 0.1 "MI-R2" "gamma10" 0.130053756175244 0.0667760125910761 -0.00187736318852846 0.261984875539016
5 30 0.1 "MI-R2" "gamma01" 0.662071347609134 0.229645699758176 0.211563559447398 1.11257913577087
5 30 0.1 "MI-a2" "gamma10" 0.130053756175244 0.0667760125910761 -0.00260232364033297 0.26270983599082
5 30 0.1 "MI-a2" "gamma01" 0.662071347609134 0.229645699758176 0.187691532264732 1.13645116295353
6 60 0.1 "MI-R1" "gamma10" 0.152741534543306 0.047994226914923 0.0579817370193771 0.247501332067235
6 60 0.1 "MI-R1" "gamma01" 0.508404083026035 0.147535137155519 0.218324264149317 0.798483901902753
6 60 0.1 "MI-a1" "gamma10" 0.152741534543306 0.047994226914923 0.0577279186527998 0.247755150433812
6 60 0.1 "MI-a1" "gamma01" 0.508404083026035 0.147535137155519 0.21072072437857 0.8060874416735
6 60 0.1 "MI-R2" "gamma10" 0.143512856131842 0.0519165673341949 0.0400401718907784 0.246985540372906
6 60 0.1 "MI-R2" "gamma01" 0.525562839399812 0.149973124081694 0.231410154713423 0.819715524086201
6 60 0.1 "MI-a2" "gamma10" 0.143512856131842 0.0519165673341949 0.0397093805537159 0.247316331709969
6 60 0.1 "MI-a2" "gamma01" 0.525562839399812 0.149973124081694 0.224399583697893 0.826726095101731
1 15 0.1 "MI-R1" "gamma10" 0.195497715896046 0.0974757365894198 -0.000123310501204787 0.391118742293298
1 15 0.1 "MI-R1" "gamma01" -0.196697052131301 0.267447777065008 -0.724615002398861 0.33122089813626
1 15 0.1 "MI-a1" "gamma10" 0.195497715896046 0.0974757365894198 -0.00302799240259416 0.394023424194687
1 15 0.1 "MI-a1" "gamma01" -0.196697052131301 0.267447777065008 -0.80907564811214 0.415681543849538
1 15 0.1 "MI-R2" "gamma10" 0.189227198116346 0.0911299981692457 0.00751836667780229 0.370936029554889
1 15 0.1 "MI-R2" "gamma01" -0.236414938425922 0.296240066208844 -0.823932282194565 0.351102405342721
1 15 0.1 "MI-a2" "gamma10" 0.189227198116346 0.0911299981692457 0.00509357640719127 0.3733608198255
1 15 0.1 "MI-a2" "gamma01" -0.236414938425922 0.296240066208844 -0.928676758571919 0.455846881720075
6 60 0.1 "MI-R1" "gamma10" 0.261775141263938 0.0552327287727782 0.150427713127269 0.373122569400607
6 60 0.1 "MI-R1" "gamma01" 0.31633502587389 0.157804873608266 0.0037366893582968 0.628933362389484
6 60 0.1 "MI-a1" "gamma10" 0.261775141263938 0.0552327287727782 0.149999570799388 0.373550711728488
6 60 0.1 "MI-a1" "gamma01" 0.31633502587389 0.157804873608266 -0.00601930885071583 0.638689360598496
6 60 0.1 "MI-R2" "gamma10" 0.24454754744864 0.0518002735462657 0.141220494194145 0.347874600703136
6 60 0.1 "MI-R2" "gamma01" 0.353512279092356 0.141335229222011 0.0754764161241204 0.631548142060592
6 60 0.1 "MI-a2" "gamma10" 0.24454754744864 0.0518002735462657 0.140885464398621 0.348209630498659
6 60 0.1 "MI-a2" "gamma01" 0.353512279092356 0.141335229222011 0.0680752920239663 0.638949266160746
1 15 0.1 "MI-R1" "gamma10" 0.173972805431524 0.126513705514539 -0.0820721955085175 0.430017806371565
1 15 0.1 "MI-R1" "gamma01" 0.517063137546774 0.243851939469631 0.032862471909805 1.00126380318374
1 15 0.1 "MI-a1" "gamma10" 0.173972805431524 0.126513705514539 -0.0864154998053904 0.434361110668438
1 15 0.1 "MI-a1" "gamma01" 0.517063137546774 0.243851939469631 -0.0556920498151141 1.08981832490866
1 15 0.1 "MI-R2" "gamma10" 0.183912550352031 0.106890822598567 -0.0278491592727118 0.395674259976774
1 15 0.1 "MI-R2" "gamma01" 0.54986535494796 0.239145981484779 0.0776288146847983 1.02210189521112
1 15 0.1 "MI-a2" "gamma10" 0.183912550352031 0.106890822598567 -0.0303635286472523 0.398188629351315
1 15 0.1 "MI-a2" "gamma01" 0.54986535494796 0.239145981484779 0.00134624430989883 1.09838446558602
5 30 0.1 "MI-R1" "gamma10" 0.247417175909276 0.0644829078427216 0.119176682886504 0.375657668932048
5 30 0.1 "MI-R1" "gamma01" 0.34017483896675 0.144506404923704 0.0561037899849115 0.624245887948589
5 30 0.1 "MI-a1" "gamma10" 0.247417175909276 0.0644829078427216 0.118377808974743 0.376456542843809
5 30 0.1 "MI-a1" "gamma01" 0.34017483896675 0.144506404923704 0.0397816852689464 0.640567992664554
5 30 0.1 "MI-R2" "gamma10" 0.209776878759833 0.0662808152329297 0.077984686372237 0.34156907114743
5 30 0.1 "MI-R2" "gamma01" 0.387447187331271 0.165486978405918 0.0590809499502724 0.715813424712269
5 30 0.1 "MI-a2" "gamma10" 0.209776878759833 0.0662808152329297 0.0771663181693673 0.342387439350299
5 30 0.1 "MI-a2" "gamma01" 0.387447187331271 0.165486978405918 0.0355872206785185 0.739307153984023
6 60 0.1 "MI-R1" "gamma10" 0.201461635472785 0.048064209748021 0.106663251699526 0.296260019246044
6 60 0.1 "MI-R1" "gamma01" 0.542373261804729 0.126515876821054 0.294053708625964 0.790692814983494
6 60 0.1 "MI-a1" "gamma10" 0.201461635472785 0.048064209748021 0.106415186940573 0.296508084004998
6 60 0.1 "MI-a1" "gamma01" 0.542373261804729 0.126515876821054 0.287929873555235 0.796816650054223
6 60 0.1 "MI-R2" "gamma10" 0.211078160277841 0.0538406473907967 0.1036675321869 0.318488788368783
6 60 0.1 "MI-R2" "gamma01" 0.56456249463748 0.13226120324843 0.303979354374522 0.825145634900438
6 60 0.1 "MI-a2" "gamma10" 0.211078160277841 0.0538406473907967 0.10331851795459 0.318837802601093
6 60 0.1 "MI-a2" "gamma01" 0.56456249463748 0.13226120324843 0.296755258050433 0.832369731224528
1 15 0.1 "MI-R1" "gamma10" 0.23988539256435 0.104571132492624 0.0313796199326362 0.448391165196063
1 15 0.1 "MI-R1" "gamma01" -0.000574066534798119 0.290695206645447 -0.573166447924005 0.572018314854408
1 15 0.1 "MI-a1" "gamma10" 0.23988539256435 0.104571132492624 0.0285981619016518 0.451172623227048
1 15 0.1 "MI-a1" "gamma01" -0.000574066534798119 0.290695206645447 -0.65979771675003 0.658649583680434
1 15 0.1 "MI-R2" "gamma10" 0.274405324865718 0.0965402344457772 0.0827904733381897 0.466020176393247
1 15 0.1 "MI-R2" "gamma01" 0.0415519396726604 0.312037862914839 -0.573055154528189 0.65615903387351
1 15 0.1 "MI-a2" "gamma10" 0.274405324865718 0.0965402344457772 0.0804333197073036 0.468377330024133
1 15 0.1 "MI-a2" "gamma01" 0.0415519396726604 0.312037862914839 -0.665938087623467 0.749041966968787
5 30 0.1 "MI-R1" "gamma10" 0.200818543914875 0.0707626405104423 0.0598791606669697 0.341757927162781
5 30 0.1 "MI-R1" "gamma01" 0.394751419172506 0.180322628292876 0.0407710607861022 0.74873177755891
5 30 0.1 "MI-a1" "gamma10" 0.200818543914875 0.0707626405104423 0.0589780081796823 0.342659079650068
5 30 0.1 "MI-a1" "gamma01" 0.394751419172506 0.180322628292876 0.0214347876037543 0.768068050741258
5 30 0.1 "MI-R2" "gamma10" 0.185586335632524 0.0715365863870617 0.043086003349328 0.32808666791572
5 30 0.1 "MI-R2" "gamma01" 0.42986368682434 0.18651677659742 0.0636401360281688 0.796087237620512
5 30 0.1 "MI-a2" "gamma10" 0.185586335632524 0.0715365863870617 0.0421727213111379 0.32899994995391
5 30 0.1 "MI-a2" "gamma01" 0.42986368682434 0.18651677659742 0.0434494464691247 0.816277927179556
6 60 0.1 "MI-R1" "gamma10" 0.153364841609524 0.0590866805170548 0.0353734597828375 0.27135622343621
6 60 0.1 "MI-R1" "gamma01" 0.666981710613423 0.14533156336102 0.38098243093735 0.952980990289496
6 60 0.1 "MI-a1" "gamma10" 0.153364841609524 0.0590866805170548 0.0349837533134099 0.271745929905637
6 60 0.1 "MI-a1" "gamma01" 0.666981710613423 0.14533156336102 0.37329312235799 0.960670298868856
