"ID" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
5 30 0.1 0.3 "MI-R1" "gamma10" 0.135516876992107 0.0828851134992008 -0.0302271598998122 0.301260913884026
5 30 0.1 0.3 "MI-R1" "gamma01" 0.492721244462797 0.236705638181043 0.0243629689630248 0.96107951996257
5 30 0.1 0.3 "MI-R2" "gamma10" 0.103404016865373 0.0789803989066081 -0.0535089695891166 0.260317003319863
5 30 0.1 0.3 "MI-R2" "gamma01" 0.531922487939133 0.211725738873287 0.115575136509008 0.948269839369258
5 30 0.1 0.3 "MI-R1" "gamma10" 0.207260668644683 0.0683467467257384 0.0713551457899864 0.34316619149938
5 30 0.1 0.3 "MI-R1" "gamma01" 0.384807408019939 0.166066213769109 0.0588388506081768 0.710775965431702
5 30 0.1 0.3 "MI-R2" "gamma10" 0.178463537127084 0.073420958353402 0.0314012435069804 0.325525830747188
5 30 0.1 0.3 "MI-R2" "gamma01" 0.443137649726914 0.169076067884777 0.111734679860919 0.77454061959291
6 60 0.1 0.3 "MI-R1" "gamma10" 0.177089181460251 0.0497717090400652 0.0777558440011476 0.276422518919354
6 60 0.1 0.3 "MI-R1" "gamma01" 0.222981105433369 0.146188265288097 -0.0643428812286508 0.510305092095389
6 60 0.1 0.3 "MI-R2" "gamma10" 0.198661506889961 0.0487711321267269 0.10141536316311 0.295907650616813
6 60 0.1 0.3 "MI-R2" "gamma01" 0.252324061213172 0.165605813444094 -0.0749349756736383 0.579583098099983
3 60 0.1 0 "MI-R1" "gamma10" 0.198104343343899 0.0480518795002475 0.103459217525563 0.292749469162234
3 60 0.1 0 "MI-R1" "gamma01" 0.27323855039566 0.135853980821516 0.00542504074361905 0.541052060047701
3 60 0.1 0 "MI-R2" "gamma10" 0.175722448674494 0.0498821497895012 0.0773341868798527 0.274110710469135
3 60 0.1 0 "MI-R2" "gamma01" 0.299408460366152 0.138463274868043 0.0271106430843126 0.571706277647991
4 15 0.1 0.3 "MI-R1" "gamma10" 0.212385949136303 0.0828742504002598 0.0494495587502018 0.375322339522405
4 15 0.1 0.3 "MI-R1" "gamma01" 0.504577985414499 0.257907189278037 -0.00287326503562335 1.01202923586462
4 15 0.1 0.3 "MI-R2" "gamma10" 0.195535862804561 0.0918218362251208 0.0127116622015411 0.378360063407581
4 15 0.1 0.3 "MI-R2" "gamma01" 0.604844768419953 0.244349895531809 0.125560646441673 1.08412889039823
2 30 0.1 0 "MI-R1" "gamma10" 0.175200806024986 0.0650444525298949 0.0468652420109494 0.303536370039022
2 30 0.1 0 "MI-R1" "gamma01" 0.272015079765773 0.164315255830987 -0.0502541675206741 0.594284327052221
2 30 0.1 0 "MI-R2" "gamma10" 0.180066481366718 0.0676788172192772 0.0459503923840279 0.314182570349407
2 30 0.1 0 "MI-R2" "gamma01" 0.279241778260184 0.165034717360629 -0.0449214748015496 0.603405031321917
3 60 0.1 0 "MI-R1" "gamma10" 0.241057802479093 0.0505587132679464 0.140200347192685 0.341915257765502
3 60 0.1 0 "MI-R1" "gamma01" 0.457452003146312 0.158425698771287 0.146021050026922 0.768882956265701
3 60 0.1 0 "MI-R2" "gamma10" 0.21539978923515 0.0509932949148557 0.113546763141093 0.317252815329207
3 60 0.1 0 "MI-R2" "gamma01" 0.470846336795343 0.158598881197169 0.159151355711974 0.782541317878713
4 15 0.1 0.3 "MI-R1" "gamma10" 0.210403488122271 0.0865631601084564 0.0401291176949322 0.38067785854961
4 15 0.1 0.3 "MI-R1" "gamma01" 0.0116210512349641 0.211029143766216 -0.402037689027186 0.425279791497115
4 15 0.1 0.3 "MI-R2" "gamma10" 0.211378228615434 0.104179667111883 0.00227167946304657 0.420484777767821
4 15 0.1 0.3 "MI-R2" "gamma01" -0.00436033302460664 0.235287448512598 -0.465974720646528 0.457254054597315
2 30 0.1 0 "MI-R1" "gamma10" 0.16165268098582 0.073160719763443 0.0159058278605237 0.307399534111117
2 30 0.1 0 "MI-R1" "gamma01" 0.0302762274863616 0.296276663097135 -0.55367129764581 0.614223752618534
2 30 0.1 0 "MI-R2" "gamma10" 0.150561898086447 0.071845573174313 0.00779847843859 0.293325317734304
2 30 0.1 0 "MI-R2" "gamma01" 0.164829503547625 0.31085758439296 -0.449128688075061 0.778787695170311
3 60 0.1 0 "MI-R1" "gamma10" 0.254332531574291 0.0516310877264539 0.151628545363906 0.357036517784677
3 60 0.1 0 "MI-R1" "gamma01" 0.253588976249626 0.138677418049657 -0.0185621799436046 0.525740132442857
3 60 0.1 0 "MI-R2" "gamma10" 0.253460229262556 0.0446226348006267 0.165850752019455 0.341069706505658
3 60 0.1 0 "MI-R2" "gamma01" 0.259656719077143 0.138595174336518 -0.0122336098420416 0.531547047996328
4 15 0.1 0.3 "MI-R1" "gamma10" 0.173434277783721 0.111081804322588 -0.0455561688065946 0.392424724374036
4 15 0.1 0.3 "MI-R1" "gamma01" 0.428501364502667 0.393202165753941 -0.352421536259853 1.20942426526519
4 15 0.1 0.3 "MI-R2" "gamma10" 0.184648594452802 0.105843648137806 -0.0233401418414589 0.392637330747064
4 15 0.1 0.3 "MI-R2" "gamma01" 0.391997991846006 0.395496770717689 -0.385854358230935 1.16985034192295
2 30 0.1 0 "MI-R1" "gamma10" 0.0953198488835184 0.0620320341813132 -0.0264753689006509 0.217115066667688
2 30 0.1 0 "MI-R1" "gamma01" 0.36087796421969 0.21060434790728 -0.0522244275569169 0.773980355996296
2 30 0.1 0 "MI-R2" "gamma10" 0.0987058842638697 0.0651131049741346 -0.0297285903401232 0.227140358867863
2 30 0.1 0 "MI-R2" "gamma01" 0.458373232578462 0.243973065266191 -0.024028453960219 0.940774919117143
3 60 0.1 0 "MI-R1" "gamma10" 0.133496072102712 0.049492769158595 0.0356041547645745 0.23138798944085
3 60 0.1 0 "MI-R1" "gamma01" 0.552293370787225 0.145460022392658 0.266365841836689 0.838220899737761
3 60 0.1 0 "MI-R2" "gamma10" 0.148663822167452 0.0461073036377668 0.0580194711628758 0.239308173172029
3 60 0.1 0 "MI-R2" "gamma01" 0.565368411003911 0.14239470314273 0.285568229328748 0.845168592679073
4 15 0.1 0.3 "MI-R1" "gamma10" 0.328782851040009 0.0999652654051426 0.130808211325712 0.526757490754305
4 15 0.1 0.3 "MI-R1" "gamma01" 0.409185035632035 0.220281851076957 -0.0238538014175979 0.842223872681668
4 15 0.1 0.3 "MI-R2" "gamma10" 0.30966470889084 0.0931042427339374 0.125877530706185 0.493451887075496
4 15 0.1 0.3 "MI-R2" "gamma01" 0.519591916291564 0.25763192263761 0.0076613907714248 1.0315224418117
2 30 0.1 0 "MI-R1" "gamma10" 0.204383153847934 0.0613812340725697 0.082164806930786 0.326601500765082
2 30 0.1 0 "MI-R1" "gamma01" 0.169070962898679 0.1290523811812 -0.0852703717771598 0.423412297574517
2 30 0.1 0 "MI-R2" "gamma10" 0.199489523319585 0.0646145557599112 0.0699446030426935 0.329034443596477
2 30 0.1 0 "MI-R2" "gamma01" 0.110176527863023 0.128748302929834 -0.143629147893314 0.363982203619359
3 60 0.1 0 "MI-R1" "gamma10" 0.206924226075841 0.0476258746958554 0.112692957391555 0.301155494760126
3 60 0.1 0 "MI-R1" "gamma01" 0.361353127607611 0.128396395913717 0.108148717887077 0.614557537328144
3 60 0.1 0 "MI-R2" "gamma10" 0.211335536931706 0.0467959549357922 0.118840383564884 0.303830690298528
3 60 0.1 0 "MI-R2" "gamma01" 0.390232520010305 0.130447173219819 0.13408948465353 0.64637555536708
4 15 0.1 0.3 "MI-R1" "gamma10" 0.239849107306814 0.114903208284216 0.0135985562039101 0.466099658409717
4 15 0.1 0.3 "MI-R1" "gamma01" 0.357503319039206 0.195978274074011 -0.0267291703009384 0.74173580837935
4 15 0.1 0.3 "MI-R2" "gamma10" 0.226219609185989 0.126452744239141 -0.0263072017208358 0.478746420092814
4 15 0.1 0.3 "MI-R2" "gamma01" 0.371104921780364 0.218906402042478 -0.058240652589227 0.800450496149954
2 30 0.1 0 "MI-R1" "gamma10" 0.231290046227645 0.0667716310778738 0.0987762099312611 0.363803882524028
2 30 0.1 0 "MI-R1" "gamma01" 0.229185528716392 0.167839436095537 -0.0999574970893095 0.558328554522094
2 30 0.1 0 "MI-R2" "gamma10" 0.23032739111905 0.0700022662097589 0.0904842073517966 0.370170574886303
2 30 0.1 0 "MI-R2" "gamma01" 0.293114488078823 0.171673176961746 -0.0438430847258965 0.630072060883543
2 30 0.1 0 "MI-R1" "gamma10" 0.118292608652942 0.0696679471428934 -0.0191615649953883 0.255746782301272
2 30 0.1 0 "MI-R1" "gamma01" 0.702868891616301 0.27263878577644 0.162622918308809 1.24311486492379
2 30 0.1 0 "MI-R2" "gamma10" 0.138124109763371 0.0796973936119362 -0.0214455861683075 0.29769380569505
2 30 0.1 0 "MI-R2" "gamma01" 0.642297068060258 0.291235067206711 0.0658534064483171 1.2187407296722
3 60 0.1 0 "MI-R1" "gamma10" 0.158389263529767 0.0504995748411202 0.0580323302302586 0.258746196829276
3 60 0.1 0 "MI-R1" "gamma01" 0.456446928598488 0.140493704082366 0.179258204167502 0.733635653029473
3 60 0.1 0 "MI-R2" "gamma10" 0.155394088417068 0.0457369054524267 0.0653847965528321 0.245403380281304
3 60 0.1 0 "MI-R2" "gamma01" 0.498617957926919 0.133927086539312 0.235340320262743 0.761895595591096
5 30 0.1 0.3 "MI-R1" "gamma10" 0.283624577675845 0.0611491153328228 0.16284672544939 0.4044024299023
5 30 0.1 0.3 "MI-R1" "gamma01" 0.565557387538234 0.264790246990609 0.0410307440972089 1.09008403097926
5 30 0.1 0.3 "MI-R2" "gamma10" 0.290837126741431 0.0594012230045052 0.173993722484187 0.407680530998675
5 30 0.1 0.3 "MI-R2" "gamma01" 0.6861126215746 0.25577583084259 0.181686176497491 1.19053906665171
5 30 0.1 0.3 "MI-R1" "gamma10" 0.158201968483745 0.0776695496810515 0.00225628277629716 0.314147654191193
5 30 0.1 0.3 "MI-R1" "gamma01" 0.320261929884174 0.142783648548707 0.040313820122355 0.600210039645993
5 30 0.1 0.3 "MI-R2" "gamma10" 0.163701202278486 0.0713104300009904 0.022246570814321 0.305155833742651
5 30 0.1 0.3 "MI-R2" "gamma01" 0.346170604798658 0.158759169347712 0.0337776249811457 0.658563584616169
6 60 0.1 0.3 "MI-R1" "gamma10" 0.18226119447592 0.0501342006791493 0.0824425351309823 0.282079853820858
6 60 0.1 0.3 "MI-R1" "gamma01" 0.237171267421027 0.179336483207472 -0.118154207960009 0.592496742802062
6 60 0.1 0.3 "MI-R2" "gamma10" 0.173152636935795 0.0489234249908184 0.076041015989429 0.270264257882162
6 60 0.1 0.3 "MI-R2" "gamma01" 0.249202855888305 0.164735514889261 -0.0743786014028391 0.57278431317945
2 30 0.1 0 "MI-R1" "gamma10" 0.165462891062956 0.0695285515452543 0.0268101647507955 0.304115617375116
2 30 0.1 0 "MI-R1" "gamma01" -0.148415419111612 0.190913197384352 -0.524091070131385 0.227260231908161
2 30 0.1 0 "MI-R2" "gamma10" 0.163173004216997 0.0644032848024204 0.0357962067886368 0.290549801645357
2 30 0.1 0 "MI-R2" "gamma01" -0.121215775249024 0.199703508823538 -0.515950635320751 0.273519084822703
3 60 0.1 0 "MI-R1" "gamma10" 0.187229215270648 0.0481419012864367 0.0917567659025026 0.282701664638793
3 60 0.1 0 "MI-R1" "gamma01" 0.150803573585176 0.12449540442574 -0.0935048800714356 0.395112027241787
3 60 0.1 0 "MI-R2" "gamma10" 0.193534762150928 0.0466978850024664 0.101162819292723 0.285906705009133
3 60 0.1 0 "MI-R2" "gamma01" 0.176620559317938 0.130546135633678 -0.0798871146076522 0.433128233243527
4 15 0.1 0.3 "MI-R1" "gamma10" 0.450559941635693 0.0828932065009998 0.287347150724482 0.613772732546905
4 15 0.1 0.3 "MI-R1" "gamma01" 0.329273597391778 0.277370463573587 -0.216425529345177 0.874972724128733
4 15 0.1 0.3 "MI-R2" "gamma10" 0.447142939066837 0.0966332160149065 0.254355138897813 0.639930739235861
4 15 0.1 0.3 "MI-R2" "gamma01" 0.390821897679796 0.26785827486895 -0.134816370480229 0.916460165839822
2 30 0.1 0 "MI-R1" "gamma10" 0.0522848429794401 0.0783348251268339 -0.101821051342844 0.206390737301725
2 30 0.1 0 "MI-R1" "gamma01" 0.103543333310143 0.152200537597318 -0.195496812904349 0.402583479524635
2 30 0.1 0 "MI-R2" "gamma10" 0.0536688232907583 0.0909282597588842 -0.127621162533466 0.234958809114983
2 30 0.1 0 "MI-R2" "gamma01" 0.135349008768008 0.15657368966757 -0.17210575706766 0.442803774603676
3 60 0.1 0 "MI-R1" "gamma10" 0.225427443169003 0.0437394420200864 0.139357922323458 0.311496964014549
3 60 0.1 0 "MI-R1" "gamma01" 0.372010602719507 0.12363565346819 0.128408794849799 0.615612410589216
3 60 0.1 0 "MI-R2" "gamma10" 0.201193867637764 0.0459422347763655 0.110468346738592 0.291919388536936
3 60 0.1 0 "MI-R2" "gamma01" 0.389244479514097 0.119891168105106 0.153768869481821 0.624720089546373
4 15 0.1 0.3 "MI-R1" "gamma10" 0.183248936633785 0.102719664415446 -0.0219134349784481 0.388411308246019
4 15 0.1 0.3 "MI-R1" "gamma01" 0.559592557760479 0.577183882795323 -0.585547258741514 1.70473237426247
4 15 0.1 0.3 "MI-R2" "gamma10" 0.196616890853595 0.0935396131417168 0.0117855943237537 0.381448187383436
4 15 0.1 0.3 "MI-R2" "gamma01" 0.964955729878719 0.58989418179343 -0.218275468997807 2.14818692875525
2 30 0.1 0 "MI-R1" "gamma10" 0.230937156153189 0.0692925708623686 0.0938168065031934 0.368057505803185
2 30 0.1 0 "MI-R1" "gamma01" 0.272651205460992 0.185588349703314 -0.0921404369588403 0.637442847880825
2 30 0.1 0 "MI-R2" "gamma10" 0.187672936611612 0.0671089333918294 0.0551943813396747 0.320151491883549
2 30 0.1 0 "MI-R2" "gamma01" 0.286106104704131 0.197120964269789 -0.10202720535015 0.674239414758412
3 60 0.1 0 "MI-R1" "gamma10" 0.284239419995996 0.0488065700473231 0.186770844309497 0.381707995682496
3 60 0.1 0 "MI-R1" "gamma01" 0.00271434960339055 0.129623730587171 -0.253592877482578 0.259021576689359
3 60 0.1 0 "MI-R2" "gamma10" 0.27256219553413 0.0442870695940765 0.185129399679851 0.359994991388409
3 60 0.1 0 "MI-R2" "gamma01" 0.0214101409044313 0.13589137226099 -0.24798386136129 0.290804143170153
4 15 0.1 0.3 "MI-R1" "gamma10" 0.204945344402424 0.0993383860212688 0.00769783957335887 0.402192849231489
4 15 0.1 0.3 "MI-R1" "gamma01" 0.311343009758283 0.358184076562507 -0.406726883609892 1.02941290312646
4 15 0.1 0.3 "MI-R2" "gamma10" 0.190990332320129 0.104673069759084 -0.0185788002150668 0.400559464855325
4 15 0.1 0.3 "MI-R2" "gamma01" 0.403571563828485 0.338857178303038 -0.273698259380366 1.08084138703734
2 30 0.1 0 "MI-R1" "gamma10" 0.16931984929524 0.0675418682175476 0.0347154637098616 0.303924234880618
2 30 0.1 0 "MI-R1" "gamma01" 0.427250368691874 0.21160649522968 0.00882785087135218 0.845672886512396
2 30 0.1 0 "MI-R2" "gamma10" 0.18194191030557 0.0648270003794106 0.053312555180116 0.310571265431024
2 30 0.1 0 "MI-R2" "gamma01" 0.493184459930454 0.221813899318778 0.0563101800614079 0.9300587397995
3 60 0.1 0 "MI-R1" "gamma10" 0.240117141701137 0.0452422469666833 0.151030392501447 0.329203890900826
3 60 0.1 0 "MI-R1" "gamma01" 0.431040477337736 0.117342655177724 0.200502521040483 0.661578433634988
3 60 0.1 0 "MI-R2" "gamma10" 0.233103110040781 0.0477533432764361 0.138585214615415 0.327621005466147
3 60 0.1 0 "MI-R2" "gamma01" 0.490777071614983 0.128800747845485 0.236673565205141 0.744880578024825
4 15 0.1 0.3 "MI-R1" "gamma10" 0.360552992927842 0.0925534833738447 0.177712830140706 0.543393155714979
4 15 0.1 0.3 "MI-R1" "gamma01" -0.223256475632653 0.282753642367294 -0.778843193212995 0.332330241947689
4 15 0.1 0.3 "MI-R2" "gamma10" 0.334543175363294 0.0943466058821603 0.148329813931342 0.520756536795246
4 15 0.1 0.3 "MI-R2" "gamma01" -0.236101013977785 0.318490792184605 -0.864621446204915 0.392419418249344
2 30 0.1 0 "MI-R1" "gamma10" 0.121667563610427 0.0765407434887849 -0.0309160651656414 0.274251192386496
2 30 0.1 0 "MI-R1" "gamma01" 0.448277479673875 0.129748290653951 0.192809562244452 0.703745397103298
2 30 0.1 0 "MI-R2" "gamma10" 0.0971689514493692 0.0688313785956609 -0.0386422565646787 0.232980159463417
2 30 0.1 0 "MI-R2" "gamma01" 0.464134426206159 0.135808525797978 0.19720161193769 0.731067240474628
3 60 0.1 0 "MI-R1" "gamma10" 0.154693396278477 0.0487783046104282 0.0579605951525258 0.251426197404428
3 60 0.1 0 "MI-R1" "gamma01" 0.359021344317836 0.160586543275719 0.0421009993895091 0.675941689246163
