"ID" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
1 15 0.1 0 "MI-R1" "gamma10" 0.0636957631736958 0.0998037049769326 -0.137703736181748 0.265095262529139
1 15 0.1 0 "MI-R1" "gamma01" 0.338074642134108 0.218560706382408 -0.0912692872314574 0.767418571499673
1 15 0.1 0 "MI-R2" "gamma10" 0.111658842960076 0.0829913949329516 -0.0520141879868286 0.27533187390698
1 15 0.1 0 "MI-R2" "gamma01" 0.383119562980116 0.241568877243641 -0.0947926956876124 0.861031821647845
4 15 0.1 0.3 "MI-R1" "gamma10" 0.415518870205303 0.0955707487559006 0.224773347568971 0.606264392841636
4 15 0.1 0.3 "MI-R1" "gamma01" 0.448018293762947 0.189214330097892 0.0760893986627612 0.819947188863132
4 15 0.1 0.3 "MI-R2" "gamma10" 0.398708702741662 0.085707543669537 0.229698104203531 0.567719301279792
4 15 0.1 0.3 "MI-R2" "gamma01" 0.481686370417059 0.19312327801273 0.102018570034612 0.861354170799507
3 60 0.1 0 "MI-R1" "gamma10" 0.178329683690559 0.0477183180421493 0.0832134993133885 0.273445868067729
3 60 0.1 0 "MI-R1" "gamma01" 0.483598243595527 0.180984306478862 0.126305239507659 0.840891247683395
3 60 0.1 0 "MI-R2" "gamma10" 0.176451924856481 0.0492219605104878 0.0779914444954527 0.27491240521751
3 60 0.1 0 "MI-R2" "gamma01" 0.466273700744723 0.182119979662256 0.106487877936399 0.826059523553047
3 60 0.1 0 "MI-R1" "gamma10" 0.185873459803493 0.04280078867114 0.101158982032909 0.270587937574077
3 60 0.1 0 "MI-R1" "gamma01" 0.24089596297835 0.145032418427024 -0.0486593569291806 0.530451282885881
3 60 0.1 0 "MI-R2" "gamma10" 0.190333200035067 0.0407657515956875 0.109934145790173 0.270732254279962
3 60 0.1 0 "MI-R2" "gamma01" 0.229117392447657 0.148283503663058 -0.0659020578264797 0.524136842721794
4 15 0.1 0.3 "MI-R1" "gamma10" 0.105345830309075 0.0972857345968038 -0.0881550970575791 0.29884675767573
4 15 0.1 0.3 "MI-R1" "gamma01" 0.105860150321373 0.275233695917768 -0.434139014754044 0.64585931539679
4 15 0.1 0.3 "MI-R2" "gamma10" 0.0721866741775194 0.099023037256084 -0.1255304099019 0.269903758256939
4 15 0.1 0.3 "MI-R2" "gamma01" 0.157754949094438 0.314509811053109 -0.460440488544481 0.775950386733357
2 30 0.1 0 "MI-R1" "gamma10" 0.12525361107236 0.0799275970522889 -0.0355796580710721 0.286086880215792
2 30 0.1 0 "MI-R1" "gamma01" 0.393513226613011 0.219293590294687 -0.0405345636616019 0.827561016887624
2 30 0.1 0 "MI-R2" "gamma10" 0.139560169140427 0.0777690818611581 -0.0161688079656138 0.295289146246467
2 30 0.1 0 "MI-R2" "gamma01" 0.480977515125011 0.196469749652174 0.0948750051761474 0.867080025073875
3 60 0.1 0 "MI-R1" "gamma10" 0.12247065080772 0.0537684708409087 0.0147153381259724 0.230225963489468
3 60 0.1 0 "MI-R1" "gamma01" 0.290226628545697 0.139505424077 0.0156185317066936 0.5648347253847
3 60 0.1 0 "MI-R2" "gamma10" 0.114179031468752 0.0516461770389353 0.0111464013044972 0.217211661633007
3 60 0.1 0 "MI-R2" "gamma01" 0.306512984056116 0.14823340364395 0.0145374555222106 0.598488512590022
4 15 0.1 0.3 "MI-R1" "gamma10" 0.161125563591318 0.0973887070650232 -0.0312084056158321 0.353459532798469
4 15 0.1 0.3 "MI-R1" "gamma01" 0.301296309369425 0.236196859838972 -0.163380677116216 0.765973295855067
4 15 0.1 0.3 "MI-R2" "gamma10" 0.161778279472191 0.104157977987794 -0.0455750401561164 0.369131599100499
