"ID" "gamma01" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
8 0.4 15 0.3 0 "CD" "gamma10" 0.252045365253907 0.0757782386738597 0.102289885897206 0.401800844610608
8 0.4 15 0.3 0 "CD" "gamma01" 0.961958748959528 0.352913366729392 0.19953577303059 1.72438172488846
8 0.4 15 0.3 0 "LD" "gamma10" 0.239170394368144 0.0910481581244572 0.0583921420732565 0.419948646663031
8 0.4 15 0.3 0 "LD" "gamma01" 1.38601877117444 0.358239555432047 0.612089264113877 2.159948278235
8 0.4 15 0.3 0 "MI-R" "gamma10" 0.240142538367519 0.0893658145363867 0.0627049241132262 0.417580152621812
8 0.4 15 0.3 0 "MI-R" "gamma01" 1.34308584757734 0.403126094183031 0.546614933397205 2.13955676175747
8 0.4 15 0.3 0 "MI-a" "gamma10" 0.240142538367519 0.0893658145363867 0.0605079255332082 0.41977715120183
8 0.4 15 0.3 0 "MI-a" "gamma01" 1.34308584757734 0.403126094183031 0.416277149430193 2.26989454572448
8 0.4 15 0.3 0 "bayes" "gamma10" 0.239928739646486 0.0922011615390956 0.0592177836970989 0.420639695595873
8 0.4 15 0.3 0 "bayes" "gamma01" 1.54419392803073 0.586310109634726 0.395047229374931 2.69334062668652
7 0 15 0.3 0 "CD" "gamma10" 0.134289046421653 0.0874835209345208 -0.0385988016285877 0.307176894471894
7 0 15 0.3 0 "CD" "gamma01" -0.11596155362864 0.290801421518749 -0.74419982993257 0.51227672267529
7 0 15 0.3 0 "LD" "gamma10" 0.190158277818973 0.105041999611767 -0.0182167934233408 0.398533349061287
7 0 15 0.3 0 "LD" "gamma01" -0.0321535399053955 0.264682815863334 -0.603965999200855 0.539658919390064
7 0 15 0.3 0 "MI-R" "gamma10" 0.183469075023309 0.100644195776732 -0.0160185429674574 0.382956693014076
7 0 15 0.3 0 "MI-R" "gamma01" -0.0401823037900607 0.265208480404974 -0.560218347731314 0.479853740151192
7 0 15 0.3 0 "MI-a" "gamma10" 0.183469075023309 0.100644195776732 -0.018410367695836 0.385348517742454
7 0 15 0.3 0 "MI-a" "gamma01" -0.0401823037900607 0.265208480404974 -0.626113619522334 0.545749011942212
7 0 15 0.3 0 "bayes" "gamma10" 0.195958084683206 0.10486995724923 -0.00958325458554005 0.401499423951953
7 0 15 0.3 0 "bayes" "gamma01" -0.113512674597768 0.310005266322177 -0.721111831606982 0.494086482411447
13 0 15 0.1 0.3 "CD" "gamma10" 0.179236567844823 0.0914845033275951 -0.00155815487891534 0.360031290568561
13 0 15 0.1 0.3 "CD" "gamma01" -0.0846156477908925 0.253298733345737 -0.63183429203275 0.462602996450965
13 0 15 0.1 0.3 "LD" "gamma10" 0.243869658254182 0.11614484668502 0.0135237482235717 0.474215568284792
13 0 15 0.1 0.3 "LD" "gamma01" 0.124582620893726 0.317744953241329 -0.561863616838076 0.811028858625527
13 0 15 0.1 0.3 "MI-R" "gamma10" 0.24063579609109 0.1095116235145 0.0235368554049601 0.457734736777219
13 0 15 0.1 0.3 "MI-R" "gamma01" -0.0952769449293573 0.273021131490382 -0.632156908513812 0.441603018655098
13 0 15 0.1 0.3 "MI-a" "gamma10" 0.24063579609109 0.1095116235145 0.0209258371514889 0.46034575503069
13 0 15 0.1 0.3 "MI-a" "gamma01" -0.0952769449293573 0.273021131490382 -0.709381536429234 0.51882764657052
13 0 15 0.1 0.3 "bayes" "gamma10" 0.246642718663777 0.100496001351877 0.0496741754238104 0.443611261903743
13 0 15 0.1 0.3 "bayes" "gamma01" -0.152438363818518 0.366045184920484 -0.86987374297697 0.564997015339935
19 0 15 0.3 0.3 "CD" "gamma10" 0.155268210162715 0.0722497624900678 0.0124858229700672 0.298050597355363
19 0 15 0.3 0.3 "CD" "gamma01" -0.0124598795359619 0.206223125978561 -0.457977857137823 0.4330580980659
19 0 15 0.3 0.3 "LD" "gamma10" 0.145365746105951 0.0935209065610207 -0.0402473655227539 0.330978857734656
19 0 15 0.3 0.3 "LD" "gamma01" 0.189508024671666 0.213291431274725 -0.271280098146337 0.65029614748967
19 0 15 0.3 0.3 "MI-R" "gamma10" 0.132444907576798 0.0927583438514263 -0.0530700598640794 0.317959875017676
19 0 15 0.3 0.3 "MI-R" "gamma01" 0.0844810313027654 0.226497668708195 -0.360115596951633 0.529077659557164
19 0 15 0.3 0.3 "MI-a" "gamma10" 0.132444907576798 0.0927583438514263 -0.0556744962657001 0.320564311419297
19 0 15 0.3 0.3 "MI-a" "gamma01" 0.0844810313027654 0.226497668708195 -0.419885256013332 0.588847318618863
19 0 15 0.3 0.3 "bayes" "gamma10" 0.135876873592592 0.0898370470021726 -0.0402005030090981 0.311954250194282
19 0 15 0.3 0.3 "bayes" "gamma01" 0.105487828360793 0.253661041230747 -0.391678676732401 0.602654333453988
23 0 60 0.3 0.3 "CD" "gamma10" 0.155537493468058 0.0417428612581779 0.0735567860424229 0.237518200893693
23 0 60 0.3 0.3 "CD" "gamma01" -0.00567055740319136 0.134365231734082 -0.27463179102653 0.263290676220148
23 0 60 0.3 0.3 "LD" "gamma10" 0.175443646411498 0.0530071462579008 0.0712491342147431 0.279638158608252
23 0 60 0.3 0.3 "LD" "gamma01" 0.055727917918134 0.134490258627117 -0.213483584222981 0.324939420059249
23 0 60 0.3 0.3 "MI-R" "gamma10" 0.173285826705081 0.0527620230229962 0.0682053163824917 0.27836633702767
23 0 60 0.3 0.3 "MI-R" "gamma01" 0.0109443673013687 0.145853195447353 -0.275310015826879 0.297198750429617
23 0 60 0.3 0.3 "MI-a" "gamma10" 0.173285826705081 0.0527620230229962 0.0678735868804094 0.278698066529752
23 0 60 0.3 0.3 "MI-a" "gamma01" 0.0109443673013687 0.145853195447353 -0.282348819549806 0.304237554152543
23 0 60 0.3 0.3 "bayes" "gamma10" 0.181618849315387 0.0523809222127938 0.078954128301317 0.284283570329457
23 0 60 0.3 0.3 "bayes" "gamma01" 0.0258500612082811 0.152932734378105 -0.273892590230035 0.325592712646598
7 0 15 0.3 0 "CD" "gamma10" 0.354362201558202 0.0838668695894707 0.18862170036271 0.520102702753695
7 0 15 0.3 0 "CD" "gamma01" -0.278807690747775 0.134566642005316 -0.569521246341509 0.0119058648459602
7 0 15 0.3 0 "LD" "gamma10" 0.335978054279392 0.0975940426344592 0.142626653816124 0.52932945474266
7 0 15 0.3 0 "LD" "gamma01" -0.226941766430951 0.153161037499401 -0.55782607123598 0.103942538374078
7 0 15 0.3 0 "MI-R" "gamma10" 0.354137812356572 0.0922642330430454 0.172534813613393 0.535740811099751
7 0 15 0.3 0 "MI-R" "gamma01" -0.294374606011864 0.146821156710438 -0.58220092002356 -0.00654829200016721
7 0 15 0.3 0 "MI-a" "gamma10" 0.354137812356572 0.0922642330430454 0.170666386997143 0.537609237716001
7 0 15 0.3 0 "MI-a" "gamma01" -0.294374606011864 0.146821156710438 -0.617895057792009 0.0291458457682818
7 0 15 0.3 0 "bayes" "gamma10" 0.32800312423746 0.0967258235414264 0.138423993721288 0.517582254753633
7 0 15 0.3 0 "bayes" "gamma01" -0.26135268489027 0.179163684689319 -0.612507054218826 0.0898016844382855
11 0 60 0.3 0 "CD" "gamma10" 0.118317248321866 0.0441052770944635 0.0316968847812761 0.204937611862455
11 0 60 0.3 0 "CD" "gamma01" -0.0609260080676886 0.126085487484482 -0.313313532862351 0.191461516726974
11 0 60 0.3 0 "LD" "gamma10" 0.0879750619925089 0.0564613620456186 -0.0229980799983018 0.19894820398332
11 0 60 0.3 0 "LD" "gamma01" -0.0147169514914857 0.125334090071334 -0.265600390946708 0.236166487963737
11 0 60 0.3 0 "MI-R" "gamma10" 0.0889152171663025 0.0518762574199509 -0.0134764251614726 0.191306859494078
11 0 60 0.3 0 "MI-R" "gamma01" -0.0643130145983119 0.12402094919964 -0.307401953811627 0.178775924615003
11 0 60 0.3 0 "MI-a" "gamma10" 0.0889152171663025 0.0518762574199509 -0.0137487735528076 0.191579207885413
11 0 60 0.3 0 "MI-a" "gamma01" -0.0643130145983119 0.12402094919964 -0.312868609424237 0.184242580227613
11 0 60 0.3 0 "bayes" "gamma10" 0.0831695007778151 0.0524401512283843 -0.0196113069736519 0.185950308529282
11 0 60 0.3 0 "bayes" "gamma01" -0.0648499372570576 0.122837059066799 -0.305606148994803 0.175906274480687
19 0 15 0.3 0.3 "CD" "gamma10" 0.0954844302211265 0.0832515979328319 -0.0690401506324969 0.26000901107475
19 0 15 0.3 0.3 "CD" "gamma01" -0.318218699316614 0.39838185663963 -1.17887037570432 0.542432977071096
19 0 15 0.3 0.3 "LD" "gamma10" 0.047958416335971 0.104416151604262 -0.159225881696623 0.255142714368565
19 0 15 0.3 0.3 "LD" "gamma01" -0.618304078431823 0.346573114917986 -1.36702977307332 0.130421616209671
19 0 15 0.3 0.3 "MI-R" "gamma10" 0.0159484656825735 0.0887566370345689 -0.158905619358739 0.190802550723886
19 0 15 0.3 0.3 "MI-R" "gamma01" -0.747462128770584 0.45820980211016 -1.65389488221362 0.158970624672447
19 0 15 0.3 0.3 "MI-a" "gamma10" 0.0159484656825735 0.0887566370345689 -0.160745995385802 0.192642926750949
19 0 15 0.3 0.3 "MI-a" "gamma01" -0.747462128770584 0.45820980211016 -1.80663292607149 0.31170866853032
19 0 15 0.3 0.3 "bayes" "gamma10" 0.0366268521294349 0.0930253656187817 -0.145699514132048 0.218953218390918
19 0 15 0.3 0.3 "bayes" "gamma01" -0.594294428424563 0.537668251693055 -1.64810483737357 0.459515980524442
22 0.4 30 0.3 0.3 "CD" "gamma10" 0.214259235737557 0.0579302273205865 0.100253502749343 0.32826496872577
22 0.4 30 0.3 0.3 "CD" "gamma01" 0.855772655804336 0.155930667560589 0.536363162748326 1.17518214886035
22 0.4 30 0.3 0.3 "LD" "gamma10" 0.259892276072337 0.0662100940543141 0.129384814310999 0.390399737833675
22 0.4 30 0.3 0.3 "LD" "gamma01" 0.746019178825083 0.160145292514562 0.417976417913365 1.0740619397368
22 0.4 30 0.3 0.3 "MI-R" "gamma10" 0.25887599153155 0.0605699951084553 0.13973048563164 0.37802149743146
22 0.4 30 0.3 0.3 "MI-R" "gamma01" 0.781523253396072 0.168253982618795 0.451451162103397 1.11159534468875
22 0.4 30 0.3 0.3 "MI-a" "gamma10" 0.25887599153155 0.0605699951084553 0.139140953814208 0.378611029248892
22 0.4 30 0.3 0.3 "MI-a" "gamma01" 0.781523253396072 0.168253982618795 0.433962053150366 1.12908445364178
22 0.4 30 0.3 0.3 "bayes" "gamma10" 0.268982113637661 0.0639546338702911 0.143633334607445 0.394330892667878
22 0.4 30 0.3 0.3 "bayes" "gamma01" 0.778382050062509 0.173527985250097 0.438273448662521 1.1184906514625
2 0.4 15 0.1 0 "CD" "gamma10" 0.246086563127795 0.0751270690765903 0.0976179468189572 0.394555179436632
2 0.4 15 0.1 0 "CD" "gamma01" -0.0858756911515983 0.396168062073111 -0.941744755145952 0.769993372842756
2 0.4 15 0.1 0 "LD" "gamma10" 0.211853945557903 0.0877386039344023 0.0379766263779415 0.385731264737864
2 0.4 15 0.1 0 "LD" "gamma01" -0.250049358464454 0.429211998831216 -1.17730550771716 0.677206790788249
2 0.4 15 0.1 0 "MI-R" "gamma10" 0.193207327090084 0.0882030366585557 0.0182686342678175 0.368146019912351
2 0.4 15 0.1 0 "MI-R" "gamma01" -0.154034749287671 0.445376557837834 -1.03105860473134 0.722989106156001
2 0.4 15 0.1 0 "MI-a" "gamma10" 0.193207327090084 0.0882030366585557 0.0161458300413186 0.37026882413885
2 0.4 15 0.1 0 "MI-a" "gamma01" -0.154034749287671 0.445376557837834 -1.16267977812356 0.854610279548222
2 0.4 15 0.1 0 "bayes" "gamma10" 0.202003915793684 0.0854791972335274 0.0344677677885744 0.369540063798793
2 0.4 15 0.1 0 "bayes" "gamma01" -0.118093139123795 0.513616006965184 -1.12476201465883 0.888575736411239
4 0.4 30 0.1 0 "CD" "gamma10" 0.151178607283581 0.0571452131360853 0.0387177692776522 0.263639445289509
4 0.4 30 0.1 0 "CD" "gamma01" 0.161622268565872 0.205251080795553 -0.258815511196932 0.582060048328676
4 0.4 30 0.1 0 "LD" "gamma10" 0.105361423213184 0.0730803674064879 -0.0387820370434265 0.249504883469794
4 0.4 30 0.1 0 "LD" "gamma01" 0.255924319297396 0.219560917516198 -0.193825832201901 0.705674470796693
4 0.4 30 0.1 0 "MI-R" "gamma10" 0.125862341980103 0.066748003948734 -0.00604092319894187 0.257765607159149
4 0.4 30 0.1 0 "MI-R" "gamma01" 0.154127396834575 0.251342042398333 -0.344613875099447 0.652868668768597
4 0.4 30 0.1 0 "MI-a" "gamma10" 0.125862341980103 0.066748003948734 -0.00676890911465464 0.258493593074862
4 0.4 30 0.1 0 "MI-a" "gamma01" 0.154127396834575 0.251342042398333 -0.380322421084419 0.688577214753569
4 0.4 30 0.1 0 "bayes" "gamma10" 0.123332064570568 0.0738684041856489 -0.0214473472287511 0.268111476369888
4 0.4 30 0.1 0 "bayes" "gamma01" 0.161944774923938 0.309750523573954 -0.445155095473436 0.769044645321313
8 0.4 15 0.3 0 "CD" "gamma10" 0.31250133223084 0.0820989199687397 0.150254711964286 0.474747952497395
8 0.4 15 0.3 0 "CD" "gamma01" 0.815791547874995 0.301116367575138 0.165269185417737 1.46631391033225
8 0.4 15 0.3 0 "LD" "gamma10" 0.315528382830821 0.0941743951308053 0.12868906511712 0.502367700544522
8 0.4 15 0.3 0 "LD" "gamma01" 0.727618437766297 0.284487171579309 0.113021269120605 1.34221560641199
8 0.4 15 0.3 0 "MI-R" "gamma10" 0.308092313673862 0.100527436176815 0.106660266226022 0.509524361121703
8 0.4 15 0.3 0 "MI-R" "gamma01" 0.711970825618956 0.285185899515181 0.152766639455407 1.27117501178251
8 0.4 15 0.3 0 "MI-a" "gamma10" 0.308092313673862 0.100527436176815 0.103743624677014 0.512441002670711
8 0.4 15 0.3 0 "MI-a" "gamma01" 0.711970825618956 0.285185899515181 0.0819544386989259 1.34198721253899
8 0.4 15 0.3 0 "bayes" "gamma10" 0.313498313242306 0.0960420415744777 0.125259370754632 0.501737255729981
8 0.4 15 0.3 0 "bayes" "gamma01" 0.765059112929772 0.384889594008798 0.0106893706482847 1.51942885521126
9 0 30 0.3 0 "CD" "gamma10" 0.28679382183061 0.0640260939414571 0.160791523759633 0.412796119901588
9 0 30 0.3 0 "CD" "gamma01" 0.115457200081076 0.133616050540185 -0.158242872103914 0.389157272266065
9 0 30 0.3 0 "LD" "gamma10" 0.292460866593955 0.0851174973819244 0.12461799494137 0.460303738246541
9 0 30 0.3 0 "LD" "gamma01" 0.0768820523486876 0.159217395745567 -0.249259998194571 0.403024102891946
9 0 30 0.3 0 "MI-R" "gamma10" 0.27728072928372 0.084082474748209 0.109537816515347 0.445023642052093
9 0 30 0.3 0 "MI-R" "gamma01" 0.0921665092538319 0.148403402803099 -0.198891757875696 0.38322477638336
9 0 30 0.3 0 "MI-a" "gamma10" 0.27728072928372 0.084082474748209 0.108434921275536 0.446126537291904
9 0 30 0.3 0 "MI-a" "gamma01" 0.0921665092538319 0.148403402803099 -0.214100162380195 0.398433180887859
9 0 30 0.3 0 "bayes" "gamma10" 0.267626258412664 0.0842056176800284 0.102586280463859 0.432666236361469
9 0 30 0.3 0 "bayes" "gamma01" 0.0994048825370256 0.167035938128978 -0.227979540319632 0.426789305393683
14 0.4 15 0.1 0.3 "CD" "gamma10" 0.174807802718775 0.0759550502056347 0.0247029025235832 0.324912702913967
