"ID" "gamma01" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
19 0 15 0.3 0.3 "CD" "gamma10" 0.143841632471538 0.0888790297491994 -0.0318040665811284 0.319487331524204
19 0 15 0.3 0.3 "CD" "gamma01" -0.156933033312343 0.258817913319367 -0.716075140978608 0.402209074353923
19 0 15 0.3 0.3 "LD" "gamma10" 0.15545883710761 0.107382279800981 -0.0574369767879523 0.368354651003171
19 0 15 0.3 0.3 "LD" "gamma01" -0.100878264082521 0.255546087354959 -0.652952021485876 0.451195493320835
19 0 15 0.3 0.3 "MI-R" "gamma10" 0.161489263664506 0.115267846009284 -0.0683176133698277 0.39129614069884
19 0 15 0.3 0.3 "MI-R" "gamma01" -0.169836605677944 0.248136679088874 -0.656545543162882 0.316872331806993
19 0 15 0.3 0.3 "MI-a" "gamma10" 0.161489263664506 0.115267846009284 -0.0713770184024292 0.394355545731441
19 0 15 0.3 0.3 "MI-a" "gamma01" -0.169836605677944 0.248136679088874 -0.719504301354698 0.379831089998809
19 0 15 0.3 0.3 "bayes" "gamma10" 0.167166523189705 0.111974625155891 -0.0522997092982128 0.386632755677624
19 0 15 0.3 0.3 "bayes" "gamma01" -0.21260732836216 0.332435141842472 -0.864168233568869 0.43895357684455
13 0 15 0.1 0.3 "CD" "gamma10" 0.370559830241167 0.088822290379325 0.195026261421173 0.546093399061162
13 0 15 0.1 0.3 "CD" "gamma01" 0.120424849580505 0.22782589168072 -0.37176306593721 0.61261276509822
13 0 15 0.1 0.3 "LD" "gamma10" 0.387049124254915 0.115764631918522 0.157317979829455 0.616780268680376
13 0 15 0.1 0.3 "LD" "gamma01" 0.129864611227179 0.256960587489906 -0.425264987932278 0.684994210386637
13 0 15 0.1 0.3 "MI-R" "gamma10" 0.345027862439654 0.101148383437608 0.145028996946735 0.545026727932573
13 0 15 0.1 0.3 "MI-R" "gamma01" 0.151979799262989 0.23006235389638 -0.299565930388845 0.603525528914824
13 0 15 0.1 0.3 "MI-a" "gamma10" 0.345027862439654 0.101148383437608 0.142743904711922 0.547311820167386
13 0 15 0.1 0.3 "MI-a" "gamma01" 0.151979799262989 0.23006235389638 -0.359974437331401 0.66393403585738
13 0 15 0.1 0.3 "bayes" "gamma10" 0.339331650406003 0.105689517032167 0.132184003479523 0.546479297332483
13 0 15 0.1 0.3 "bayes" "gamma01" 0.121488901319687 0.30581651755374 -0.477900458963104 0.720878261602479
16 0.4 30 0.1 0.3 "CD" "gamma10" 0.073558640706101 0.064352429716493 -0.053085880793888 0.20020316220609
16 0.4 30 0.1 0.3 "CD" "gamma01" 0.516730028032726 0.166127823260412 0.1764326084152 0.857027447650252
