"ID" "method" "parameter" "gamma01" "ICC" "beta" "N2" "R" "estimate" "stand_err" "bias" "rel_bias" "coverage" "empSE" "mcse_bias" "mcse_cov" "mcse_empSE"
"131" 14 "bayes" "gamma01" 0.4 0.1 0.3 15 1000 0.360688688903803 0.372704942718695 -0.0393113110961968 -0.0982782777404921 0.982 0.27640378730435 0.00874065521778478 0.00420428352992517 0.00618366918444679
"132" 14 "bayes" "gamma10" 0.4 0.1 0.3 15 1000 0.189894277790139 0.101081695489393 -0.110105722209861 -0.367019074032871 0.813 0.100817052425488 0.00318811512649145 0.0123300851578568 0.00225546584013987
"133" 14 "CD" "gamma01" 0.4 0.1 0.3 15 1000 0.395971183394131 0.266289818846648 -0.00402881660586929 -0.0100720415146732 0.959 0.275964489024342 0.00872676338641458 0.00627048642451286 0.00617384126109104
"134" 14 "CD" "gamma10" 0.4 0.1 0.3 15 1000 0.193202494040287 0.0837152307059943 -0.106797505959713 -0.355991686532378 0.755 0.0841266930679434 0.002660319621126 0.0136005514594078 0.00188207131525606
"135" 14 "LD" "gamma01" 0.4 0.1 0.3 15 1000 0.34993228892824 0.270514096454958 -0.0500677110717602 -0.125169277679401 0.942 0.283243912576185 0.00895695897118355 0.00739161687318817 0.00633669556760061
"136" 14 "LD" "gamma10" 0.4 0.1 0.3 15 1000 0.194948053715862 0.102935218578474 -0.105051946284138 -0.350173154280461 0.833 0.104795847791729 0.00331393568350191 0.01179453263169 0.00234447892689021
"137" 14 "MI-a" "gamma01" 0.4 0.1 0.3 15 1000 0.321695670849641 0.285056572242251 -0.0783043291503595 -0.195760822875899 0.977 0.238420257072413 0.00753951052671692 0.00474035863622153 0.00533390664066113
"138" 14 "MI-a" "gamma10" 0.4 0.1 0.3 15 1000 0.192619151711876 0.101492918052992 -0.107380848288124 -0.357936160960413 0.824 0.101624408224023 0.00321364595854659 0.0120425910833176 0.00227352789790316
"139" 14 "MI-R" "gamma01" 0.4 0.1 0.3 15 1000 0.321695670849641 0.285056572242251 -0.0783043291503595 -0.195760822875899 0.965 0.238420257072413 0.00753951052671692 0.00581162627841812 0.00533390664066113
"140" 14 "MI-R" "gamma10" 0.4 0.1 0.3 15 1000 0.192619151711876 0.101492918052992 -0.107380848288124 -0.357936160960413 0.82 0.101624408224023 0.00321364595854659 0.01214907403879 0.00227352789790316
"141" 15 "bayes" "gamma01" 0 0.1 0.3 30 1000 0.00325390600720489 0.221844846650531 0.00325390600720489 NA 0.965 0.203418725561029 0.00643266491501563 0.00581162627841812 0.00455085698014014
"142" 15 "bayes" "gamma10" 0 0.1 0.3 30 1000 0.195793662484785 0.071966753737766 -0.104206337515215 -0.347354458384049 0.688 0.0734434126904474 0.00232248463237529 0.0146511433000978 0.00164306637142588
"143" 15 "CD" "gamma01" 0 0.1 0.3 30 1000 0.00593709725519087 0.18476205478348 0.00593709725519087 NA 0.941 0.191368962905991 0.00605161796247208 0.00745110730026082 0.00428128127447947
"144" 15 "CD" "gamma10" 0 0.1 0.3 30 1000 0.200060132474278 0.0600115668096305 -0.0999398675257217 -0.333132891752406 0.611 0.0608806014868412 0.00192521366019452 0.0154168414404508 0.00136201281109885
"145" 15 "LD" "gamma01" 0 0.1 0.3 30 1000 0.0385304790961285 0.185866066767152 0.0385304790961285 NA 0.947 0.191759657471559 0.00606397280943853 0.00708456067798138 0.00429002184192681
"146" 15 "LD" "gamma10" 0 0.1 0.3 30 1000 0.197568205054798 0.0735169083144648 -0.102431794945202 -0.341439316484006 0.712 0.0750102296447688 0.00237203173489752 0.0143197765345692 0.0016781189943027
"147" 15 "MI-a" "gamma01" 0 0.1 0.3 30 1000 0.0104850183589156 0.194650193683605 0.0104850183589156 NA 0.972 0.176702927389237 0.00558783719769341 0.0052168956286282 0.00395317465637769
"148" 15 "MI-a" "gamma10" 0 0.1 0.3 30 1000 0.1971252663199 0.0725218087327003 -0.1028747336801 -0.342915778933666 0.718 0.0741565527420909 0.00234503610091412 0.0142294061717276 0.00165902064688842
"149" 15 "MI-R" "gamma01" 0 0.1 0.3 30 1000 0.0104850183589156 0.194650193683605 0.0104850183589156 NA 0.965 0.176702927389237 0.00558783719769341 0.00581162627841812 0.00395317465637769
"150" 15 "MI-R" "gamma10" 0 0.1 0.3 30 1000 0.1971252663199 0.0725218087327003 -0.1028747336801 -0.342915778933666 0.712 0.0741565527420909 0.00234503610091412 0.0143197765345692 0.00165902064688842
"151" 16 "bayes" "gamma01" 0.4 0.1 0.3 30 1000 0.385285523147568 0.221441757319757 -0.0147144768524324 -0.0367861921310811 0.958 0.203896269726648 0.00644776618748246 0.00634318531969546 0.00456154053541973
"152" 16 "bayes" "gamma10" 0.4 0.1 0.3 30 1000 0.199814988082969 0.0706973351797552 -0.100185011917031 -0.333950039723438 0.705 0.0712139656043329 0.00225198332522581 0.0144213383567546 0.00159318947437171
"153" 16 "CD" "gamma01" 0.4 0.1 0.3 30 1000 0.404861998658634 0.181626532812957 0.00486199865863379 0.0121549966465845 0.948 0.191173930982713 0.00604545051153204 0.00702111102319284 0.00427691804593718
"154" 16 "CD" "gamma10" 0.4 0.1 0.3 30 1000 0.200803589572549 0.0591209556940379 -0.0991964104274508 -0.330654701424836 0.608 0.0599633370337986 0.00189620721131129 0.015438134602341 0.00134149189136911
"155" 16 "LD" "gamma01" 0.4 0.1 0.3 30 1000 0.366842074797468 0.182727682361715 -0.0331579252025325 -0.0828948130063312 0.944 0.190265911506001 0.00601673641447001 0.00727076337120113 0.00425660395360228
"156" 16 "LD" "gamma10" 0.4 0.1 0.3 30 1000 0.200688649538866 0.0722732823775982 -0.099311350461134 -0.331037834870447 0.738 0.0732310460442489 0.0023157690093649 0.0139052508067996 0.00163831533274182
"157" 16 "MI-a" "gamma01" 0.4 0.1 0.3 30 1000 0.342928263365015 0.195713474952934 -0.0570717366349848 -0.142679341587462 0.963 0.174441640587383 0.00551632903032601 0.00596917079668525 0.00390258544538968
"158" 16 "MI-a" "gamma10" 0.4 0.1 0.3 30 1000 0.202807341646949 0.071578665519288 -0.0971926583530512 -0.323975527843504 0.744 0.0725787395408846 0.00229514126653319 0.0138008695378226 0.00162372201742221
"159" 16 "MI-R" "gamma01" 0.4 0.1 0.3 30 1000 0.342928263365015 0.195713474952934 -0.0570717366349848 -0.142679341587462 0.952 0.174441640587383 0.00551632903032601 0.00675988165576884 0.00390258544538968
"160" 16 "MI-R" "gamma10" 0.4 0.1 0.3 30 1000 0.202807341646949 0.071578665519288 -0.0971926583530512 -0.323975527843504 0.742 0.0725787395408846 0.00229514126653319 0.0138360398958662 0.00162372201742221
"161" 17 "bayes" "gamma01" 0 0.1 0.3 60 1000 0.0006701470233807 0.148563818820099 0.0006701470233807 NA 0.953 0.141944510994853 0.0044886795610255 0.00669260786241059 0.00317556393528632
"162" 17 "bayes" "gamma10" 0 0.1 0.3 60 1000 0.198915676813164 0.0505620239195318 -0.101084323186836 -0.336947743956121 0.486 0.0501994679996886 0.00158744656207753 0.0158051890213309 0.00112305589721712
"163" 17 "CD" "gamma01" 0 0.1 0.3 60 1000 6.76246042452174e-05 0.129058567416476 6.76246042452174e-05 NA 0.951 0.130665889265491 0.00413201822570298 0.00682634602111555 0.00292324009301532
"164" 17 "CD" "gamma10" 0 0.1 0.3 60 1000 0.199251428773193 0.042389679202725 -0.100748571226807 -0.335828570756023 0.345 0.0431232287643653 0.00136367622955883 0.0150324648677454 0.000964747203519446
"165" 17 "LD" "gamma01" 0 0.1 0.3 60 1000 0.0371110352237101 0.129984330905231 0.0371110352237101 NA 0.949 0.129294099818239 0.00408863843446796 0.00695693898205238 0.00289255059988191
"166" 17 "LD" "gamma10" 0 0.1 0.3 60 1000 0.199938807332599 0.0519241702388049 -0.100061192667401 -0.333537308891337 0.52 0.0515586467451752 0.00163042756790781 0.0157987341265052 0.00115346326538884
"167" 17 "MI-a" "gamma01" 0 0.1 0.3 60 1000 0.00819799735928197 0.138280452326692 0.00819799735928197 NA 0.965 0.126307071662646 0.00399418031040073 0.00581162627841812 0.00282572519875789
"168" 17 "MI-a" "gamma10" 0 0.1 0.3 60 1000 0.198670363552801 0.0514475225831785 -0.101329636447199 -0.337765454823996 0.511 0.0508992466313075 0.00160957550541584 0.0158075614817719 0.0011387112527478
"169" 17 "MI-R" "gamma01" 0 0.1 0.3 60 1000 0.00819799735928197 0.138280452326692 0.00819799735928197 NA 0.96 0.126307071662646 0.00399418031040073 0.00619677335393187 0.00282572519875789
"170" 17 "MI-R" "gamma10" 0 0.1 0.3 60 1000 0.198670363552801 0.0514475225831785 -0.101329636447199 -0.337765454823996 0.507 0.0508992466313075 0.00160957550541584 0.0158098387088547 0.0011387112527478
"171" 18 "bayes" "gamma01" 0.4 0.1 0.3 60 1000 0.39235571024056 0.148032705360054 -0.00764428975943954 -0.0191107243985988 0.957 0.144399205550649 0.00456630381858879 0.00641490451994416 0.00323048003911375
"172" 18 "bayes" "gamma10" 0.4 0.1 0.3 60 1000 0.200662416466821 0.0496111729522215 -0.0993375835331785 -0.331125278443928 0.48 0.0501489970238724 0.00158585052968442 0.0157987341265052 0.00112192676718274
"173" 18 "CD" "gamma01" 0.4 0.1 0.3 60 1000 0.399969622777842 0.127105441186149 -3.03772221581511e-05 -7.59430553953777e-05 0.954 0.128564615572363 0.00406557011712621 0.00662449998113065 0.00287623067425516
"174" 18 "CD" "gamma10" 0.4 0.1 0.3 60 1000 0.201610305730165 0.0415918238402117 -0.0983896942698345 -0.327965647566115 0.344 0.0428443034848526 0.00135485583775624 0.0150221170279026 0.000958507123842872
"175" 18 "LD" "gamma01" 0.4 0.1 0.3 60 1000 0.365375635876326 0.127839172060119 -0.034624364123674 -0.0865609103091851 0.943 0.128190695062532 0.00405374571237702 0.00733150734842434 0.0028678653737771
"176" 18 "LD" "gamma10" 0.4 0.1 0.3 60 1000 0.200934938434951 0.050974089903253 -0.099065061565049 -0.330216871883497 0.511 0.0509061516283145 0.00160979386059363 0.0158075614817719 0.00113886573043288
"177" 18 "MI-a" "gamma01" 0.4 0.1 0.3 60 1000 0.355648547273188 0.138074332115546 -0.0443514527268121 -0.11087863181703 0.962 0.124848607706033 0.00394805963051914 0.00604615580348373 0.00279309663489815
"178" 18 "MI-a" "gamma10" 0.4 0.1 0.3 60 1000 0.202927429173909 0.0501292743052977 -0.0970725708260911 -0.32357523608697 0.516 0.0504889232186344 0.00159659993980244 0.0158032907965398 0.00112953155131408
"179" 18 "MI-R" "gamma01" 0.4 0.1 0.3 60 1000 0.355648547273188 0.138074332115546 -0.0443514527268121 -0.11087863181703 0.96 0.124848607706033 0.00394805963051914 0.00619677335393187 0.00279309663489815
"180" 18 "MI-R" "gamma10" 0.4 0.1 0.3 60 1000 0.202927429173909 0.0501292743052977 -0.0970725708260911 -0.32357523608697 0.514 0.0504889232186344 0.00159659993980244 0.0158051890213309 0.00112953155131408
"181" 19 "bayes" "gamma01" 0 0.3 0.3 15 1000 -0.0160454163638513 0.354673198117122 -0.0160454163638513 NA 0.975 0.290615015170956 0.00919005370184607 0.00493710441453288 0.00650160090560341
"182" 19 "bayes" "gamma10" 0 0.3 0.3 15 1000 0.194965609580139 0.103329279025999 -0.105034390419861 -0.35011463473287 0.842 0.10060863346657 0.00318152434031405 0.0115341232870123 0.00225080311859657
"183" 19 "CD" "gamma01" 0 0.3 0.3 15 1000 -0.015730425617785 0.271989505538151 -0.015730425617785 NA 0.943 0.279385864728897 0.00883495678599017 0.00733150734842434 0.00625038382846686
"184" 19 "CD" "gamma10" 0 0.3 0.3 15 1000 0.200602006152317 0.0852620985494497 -0.0993979938476835 -0.331326646158945 0.8 0.0873159927858224 0.0027611741336203 0.0126491106406735 0.00195342190917429
"185" 19 "LD" "gamma01" 0 0.3 0.3 15 1000 0.00716549975547751 0.271952901447555 0.00716549975547751 NA 0.949 0.279168893582824 0.00882809555590888 0.00695693898205238 0.00624552977851707
"186" 19 "LD" "gamma10" 0 0.3 0.3 15 1000 0.19901691882403 0.10432091738726 -0.10098308117597 -0.336610270586565 0.837 0.104839431064874 0.00331531390761215 0.0116803681448831 0.00234545396614612
"187" 19 "MI-a" "gamma01" 0 0.3 0.3 15 1000 -0.0140241672940388 0.287607237395503 -0.0140241672940388 NA 0.968 0.275435164574543 0.00871002467758879 0.00556560868189635 0.00616199928410253
"188" 19 "MI-a" "gamma10" 0 0.3 0.3 15 1000 0.19643901130149 0.103221908206218 -0.10356098869851 -0.345203295661701 0.846 0.10194045996469 0.00322364039213627 0.0114142016803629 0.00228059856588681
"189" 19 "MI-R" "gamma01" 0 0.3 0.3 15 1000 -0.0140241672940388 0.287607237395503 -0.0140241672940388 NA 0.943 0.275435164574543 0.00871002467758879 0.00733150734842434 0.00616199928410253
"190" 19 "MI-R" "gamma10" 0 0.3 0.3 15 1000 0.19643901130149 0.103221908206218 -0.10356098869851 -0.345203295661701 0.841 0.10194045996469 0.00322364039213627 0.0115636931816786 0.00228059856588681
"191" 20 "bayes" "gamma01" 0.4 0.3 0.3 15 1000 0.392485703218753 0.358929661639214 -0.00751429678124738 -0.0187857419531184 0.977 0.290308791788358 0.00918037006822798 0.00474035863622153 0.00649475011635413
"192" 20 "bayes" "gamma10" 0.4 0.3 0.3 15 1000 0.194269785228796 0.100155325828514 -0.105730214771204 -0.352434049237347 0.815 0.101654328121613 0.00321459210878404 0.0122790471943062 0.0022741972619178
"193" 20 "CD" "gamma01" 0.4 0.3 0.3 15 1000 0.40606533004301 0.268836237430551 0.00606533004300963 0.0151633251075241 0.962 0.268752707185852 0.00849870682043595 0.00604615580348373 0.00601250022609821
"194" 20 "CD" "gamma10" 0.4 0.3 0.3 15 1000 0.199003043842181 0.0826990024696563 -0.100996956157819 -0.336656520526064 0.758 0.0858040039657411 0.00271336084893862 0.0135438546950268 0.00191959589410718
"195" 20 "LD" "gamma01" 0.4 0.3 0.3 15 1000 0.380965394955023 0.269641200638175 -0.0190346050449768 -0.047586512612442 0.956 0.27508398937398 0.00869891954267332 0.00648567652600714 0.00615414283869256
"196" 20 "LD" "gamma10" 0.4 0.3 0.3 15 1000 0.199705473710389 0.101688771241393 -0.100294526289611 -0.334315087632036 0.823 0.105233396605426 0.00332777219188976 0.0120694241784768 0.00235426771141568
"197" 20 "MI-a" "gamma01" 0.4 0.3 0.3 15 1000 0.379821442883145 0.289356595351254 -0.0201785571168553 -0.0504463927921382 0.976 0.270875417644377 0.00856583281905593 0.00483983470792134 0.00605998922535504
"198" 20 "MI-a" "gamma10" 0.4 0.3 0.3 15 1000 0.197018250825916 0.0999159232686541 -0.102981749174084 -0.343272497246948 0.824 0.102494915192828 0.00324117380595134 0.0120425910833176 0.00229300276534382
"199" 20 "MI-R" "gamma01" 0.4 0.3 0.3 15 1000 0.379821442883145 0.289356595351254 -0.0201785571168553 -0.0504463927921382 0.947 0.270875417644377 0.00856583281905593 0.00708456067798138 0.00605998922535504
"200" 20 "MI-R" "gamma10" 0.4 0.3 0.3 15 1000 0.197018250825916 0.0999159232686541 -0.102981749174084 -0.343272497246948 0.815 0.102494915192828 0.00324117380595134 0.0122790471943062 0.00229300276534382
"201" 21 "bayes" "gamma01" 0 0.3 0.3 30 1000 0.010006666616109 0.213356792257588 0.010006666616109 NA 0.967 0.188211319451864 0.00595176450893445 0.00564898220921256 0.00421063889033133
"202" 21 "bayes" "gamma10" 0 0.3 0.3 30 1000 0.197280134981577 0.0729683685458467 -0.102719865018423 -0.342399550061409 0.714 0.0742875884116272 0.00234917981261872 0.0142899965010493 0.00166195215965703
"203" 21 "CD" "gamma01" 0 0.3 0.3 30 1000 0.00772715998582296 0.186754811430545 0.00772715998582296 NA 0.969 0.178861407032156 0.0056560943172407 0.00548078461536303 0.00400146387912439
"204" 21 "CD" "gamma10" 0 0.3 0.3 30 1000 0.200074760602726 0.0604199192549396 -0.0999252393972743 -0.333084131324248 0.621 0.0621495733912038 0.00196534207523999 0.0153414145371279 0.00139040208368249
"205" 21 "LD" "gamma01" 0 0.3 0.3 30 1000 0.0269548467634069 0.187362108207274 0.0269548467634069 NA 0.956 0.182742618308838 0.00577882899438715 0.00648567652600714 0.00408829382745473
"206" 21 "LD" "gamma10" 0 0.3 0.3 30 1000 0.199988049744418 0.0743286688133298 -0.100011950255582 -0.333373167518607 0.74 0.0761338112117558 0.00240756250378412 0.0138708327075198 0.00170325561337638
"207" 21 "MI-a" "gamma01" 0 0.3 0.3 30 1000 0.0107357866473353 0.197898539892681 0.0107357866473353 NA 0.968 0.186198396886602 0.00588811030833667 0.00556560868189635 0.00416560605138624
"208" 21 "MI-a" "gamma10" 0 0.3 0.3 30 1000 0.197204517867317 0.0738733712590012 -0.102795482132683 -0.342651607108942 0.725 0.0753654728752652 0.00238326551221477 0.0141200212464429 0.00168606644914342
"209" 21 "MI-R" "gamma01" 0 0.3 0.3 30 1000 0.0107357866473353 0.197898539892681 0.0107357866473353 NA 0.958 0.186198396886602 0.00588811030833667 0.00634318531969546 0.00416560605138624
"210" 21 "MI-R" "gamma10" 0 0.3 0.3 30 1000 0.197204517867317 0.0738733712590012 -0.102795482132683 -0.342651607108942 0.718 0.0753654728752652 0.00238326551221477 0.0142294061717276 0.00168606644914342
"211" 22 "bayes" "gamma01" 0.4 0.3 0.3 30 1000 0.400337860070881 0.207435333622663 0.000337860070881435 0.000844650177203587 0.954 0.190975566772117 0.00603917768441461 0.00662449998113065 0.00427248026790123
"212" 22 "bayes" "gamma10" 0.4 0.3 0.3 30 1000 0.195601567891773 0.0706172800844697 -0.104398432108227 -0.34799477369409 0.672 0.0717382676778077 0.00226856321256711 0.0148464137083674 0.0016049190914175
"213" 22 "CD" "gamma01" 0.4 0.3 0.3 30 1000 0.402202008950124 0.179824500177718 0.00220200895012368 0.0055050223753092 0.941 0.182492500799508 0.00577091958426545 0.00745110730026082 0.00408269823142467
"214" 22 "CD" "gamma10" 0.4 0.3 0.3 30 1000 0.19774534917525 0.058529246544335 -0.10225465082475 -0.340848836082501 0.588 0.0588642207972251 0.00186145010410284 0.0155645751628498 0.00131690260745043
"215" 22 "LD" "gamma01" 0.4 0.3 0.3 30 1000 0.385927334296887 0.180153263827323 -0.0140726657031126 -0.0351816642577815 0.947 0.179897284005372 0.00568885162335154 0.00708456067798138 0.00402463838255875
"216" 22 "LD" "gamma10" 0.4 0.3 0.3 30 1000 0.198702208047235 0.0719557708699629 -0.101297791952765 -0.337659306509218 0.694 0.0745570292453616 0.00235770027991128 0.0145727142289966 0.00166798005455978
"217" 22 "MI-a" "gamma01" 0.4 0.3 0.3 30 1000 0.394184525695691 0.191868500558935 -0.0058154743043094 -0.0145386857607735 0.951 0.184945216153206 0.00584848125396297 0.00682634602111555 0.00413757005680304
"218" 22 "MI-a" "gamma10" 0.4 0.3 0.3 30 1000 0.196972972937507 0.0710586647923485 -0.103027027062493 -0.343423423541645 0.7 0.0724622147227094 0.00229145642823948 0.0144913767461894 0.00162111513951218
"219" 22 "MI-R" "gamma01" 0.4 0.3 0.3 30 1000 0.394184525695691 0.191868500558935 -0.0058154743043094 -0.0145386857607735 0.942 0.184945216153206 0.00584848125396297 0.00739161687318817 0.00413757005680304
"220" 22 "MI-R" "gamma10" 0.4 0.3 0.3 30 1000 0.196972972937507 0.0710586647923485 -0.103027027062493 -0.343423423541645 0.693 0.0724622147227094 0.00229145642823948 0.0145859864253331 0.00162111513951218
"221" 23 "bayes" "gamma01" 0 0.3 0.3 60 1000 0.00339073574736342 0.141786394023738 0.00339073574736342 NA 0.956 0.136561911665151 0.00431846682488594 0.00648567652600714 0.00305514513085562
"222" 23 "bayes" "gamma10" 0 0.3 0.3 60 1000 0.1990397949644 0.051215359898197 -0.1009602050356 -0.336534016785332 0.507 0.0507839737655848 0.00160593025733486 0.0158098387088547 0.00113613238335341
"223" 23 "CD" "gamma01" 0 0.3 0.3 60 1000 0.00509740234481267 0.130495452799208 0.00509740234481267 NA 0.948 0.130765859524035 0.00413517956285574 0.00702111102319284 0.0029254766144941
"224" 23 "CD" "gamma10" 0 0.3 0.3 60 1000 0.200565690296189 0.0425756032161078 -0.0994343097038112 -0.331447699012704 0.351 0.0411548746244851 0.0013014314063204 0.0150930116279025 0.000920711443526571
"225" 23 "LD" "gamma01" 0 0.3 0.3 60 1000 0.0209480438762158 0.130496630668952 0.0209480438762158 NA 0.949 0.130603068409739 0.0041300316558156 0.00695693898205238 0.00292183467309093
"226" 23 "LD" "gamma10" 0 0.3 0.3 60 1000 0.200083331227412 0.0521187201303242 -0.0999166687725875 -0.333055562575292 0.524 0.0517311583598345 0.00163588286415937 0.0157931630777371 0.00115732267254795
"227" 23 "MI-a" "gamma01" 0 0.3 0.3 60 1000 0.00327812878847711 0.137291821215974 0.00327812878847711 NA 0.949 0.136683795528889 0.00432232113108028 0.00695693898205238 0.00305787190062831
"228" 23 "MI-a" "gamma10" 0 0.3 0.3 60 1000 0.198935213264578 0.0516189682330245 -0.101064786735422 -0.336882622451407 0.513 0.0515104664489999 0.00162890397316525 0.0158060431481127 0.00115238538213817
"229" 23 "MI-R" "gamma01" 0 0.3 0.3 60 1000 0.00327812878847711 0.137291821215974 0.00327812878847711 NA 0.946 0.136683795528889 0.00432232113108028 0.00714730718522718 0.00305787190062831
"230" 23 "MI-R" "gamma10" 0 0.3 0.3 60 1000 0.198935213264578 0.0516189682330245 -0.101064786735422 -0.336882622451407 0.51 0.0515104664489999 0.00162890397316525 0.0158082257068907 0.00115238538213817
"231" 24 "bayes" "gamma01" 0.4 0.3 0.3 60 1000 0.392166834537979 0.137844378094038 -0.00783316546202145 -0.0195829136550536 0.962 0.131902587864634 0.0041711260692273 0.00604615580348373 0.00295090735145831
"232" 24 "bayes" "gamma10" 0.4 0.3 0.3 60 1000 0.196949383668272 0.049639525550673 -0.103050616331728 -0.343502054439092 0.452 0.0500814869151126 0.00158371567259676 0.0157383607786834 0.00112041643990666
"233" 24 "CD" "gamma01" 0.4 0.3 0.3 60 1000 0.394513686505632 0.125670875206763 -0.00548631349436796 -0.0137157837359199 0.95 0.1268706366573 0.00401200180032718 0.00689202437604511 0.0028383332007135
"234" 24 "CD" "gamma10" 0.4 0.3 0.3 60 1000 0.19874905724916 0.0412299792508701 -0.10125094275084 -0.337503142502799 0.313 0.0419975444814883 0.00132807896695738 0.0146639353517397 0.000939563542762374
"235" 24 "LD" "gamma01" 0.4 0.3 0.3 60 1000 0.377957969742376 0.125902098304109 -0.0220420302576239 -0.0551050756440598 0.956 0.125139975986902 0.00395727350457388 0.00648567652600714 0.0027996150877649
"236" 24 "LD" "gamma10" 0.4 0.3 0.3 60 1000 0.198346055530369 0.0505881083214567 -0.101653944469631 -0.338846481565437 0.495 0.0510665246754131 0.00161486530163496 0.0158105977116616 0.00114245357515466
"237" 24 "MI-a" "gamma01" 0.4 0.3 0.3 60 1000 0.390953858437468 0.133106953191492 -0.00904614156253236 -0.0226153539063309 0.961 0.130413317298312 0.00412403119880903 0.00612200947402077 0.002917589586177
"238" 24 "MI-a" "gamma10" 0.4 0.3 0.3 60 1000 0.197430289994201 0.0500285129255888 -0.102569710005799 -0.341899033352663 0.479 0.0503369528455145 0.0015917942146432 0.015797436500901 0.00112613169010966
"239" 24 "MI-R" "gamma01" 0.4 0.3 0.3 60 1000 0.390953858437468 0.133106953191492 -0.00904614156253236 -0.0226153539063309 0.958 0.130413317298312 0.00412403119880903 0.00634318531969546 0.002917589586177
"240" 24 "MI-R" "gamma10" 0.4 0.3 0.3 60 1000 0.197430289994201 0.0500285129255888 -0.102569710005799 -0.341899033352663 0.474 0.0503369528455145 0.0015917942146432 0.0157899968334386 0.00112613169010966
