"ID" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
6 60 0.1 0.3 "MI-R1" "gamma10" 0.237616175000715 0.0581125471248438 0.12080129512908 0.354431054872351
6 60 0.1 0.3 "MI-R1" "gamma01" 0.476690431414809 0.141193883626217 0.193747638676555 0.759633224153062
6 60 0.1 0.3 "MI-R2" "gamma10" 0.215547140322128 0.0610380993980421 0.0917814048120214 0.339312875832234
6 60 0.1 0.3 "MI-R2" "gamma01" 0.505126284645759 0.114498512881695 0.280530852517958 0.72972171677356
1 15 0.1 0 "MI-R1" "gamma10" 0.103474972492693 0.0921035137349713 -0.0778349589959143 0.2847849039813
1 15 0.1 0 "MI-R1" "gamma01" 0.00835646381778057 0.235262695444899 -0.454316190652459 0.47102911828802
1 15 0.1 0 "MI-R2" "gamma10" 0.0753039913190171 0.105097873851677 -0.134971169667837 0.285579152305872
1 15 0.1 0 "MI-R2" "gamma01" -0.0279652660712846 0.220916546271403 -0.461928677188095 0.405998145045525
4 15 0.1 0.3 "MI-R1" "gamma10" 0.0851390395490373 0.0970229952877086 -0.107294531203746 0.27757261030182
4 15 0.1 0.3 "MI-R1" "gamma01" 0.523134272030506 0.194182787101642 0.140438281578157 0.905830262482855
4 15 0.1 0.3 "MI-R2" "gamma10" 0.0719384092504203 0.119135933268783 -0.170281676522346 0.314158495023187
4 15 0.1 0.3 "MI-R2" "gamma01" 0.557158220896797 0.197931245885509 0.166184718548024 0.94813172324557
4 15 0.1 0.3 "MI-R1" "gamma10" 0.145812916590173 0.109898972549496 -0.0739763085017582 0.365602141682103
4 15 0.1 0.3 "MI-R1" "gamma01" 0.169485520595165 0.191604124348096 -0.208198911260797 0.547169952451127
4 15 0.1 0.3 "MI-R2" "gamma10" 0.214915705424211 0.109328859605205 -0.00446795789601068 0.434299368744433
4 15 0.1 0.3 "MI-R2" "gamma01" 0.178579018733049 0.191789179955926 -0.199671003051069 0.556829040517168
1 15 0.1 0 "MI-R1" "gamma10" 0.312801589884386 0.1058565406864 0.102296368390358 0.523306811378414
1 15 0.1 0 "MI-R1" "gamma01" 0.262689347161278 0.236344717583044 -0.201394511306873 0.726773205629429
1 15 0.1 0 "MI-R2" "gamma10" 0.323515880567709 0.101772720115215 0.122073546311242 0.524958214824176
1 15 0.1 0 "MI-R2" "gamma01" 0.236138373741198 0.223331365229723 -0.202193190332424 0.67446993781482
5 30 0.1 0.3 "MI-R1" "gamma10" 0.0459972105666296 0.0590223992566856 -0.0706819555603067 0.162676376693566
5 30 0.1 0.3 "MI-R1" "gamma01" 0.351303417142176 0.180648983510394 -0.00490117840156912 0.707508012685921
5 30 0.1 0.3 "MI-R2" "gamma10" 0.0524466494735369 0.0601812690812361 -0.0672021678753004 0.172095466822374
5 30 0.1 0.3 "MI-R2" "gamma01" 0.37410979705519 0.192310262693337 -0.00413609494801381 0.752355689058394
6 60 0.1 0.3 "MI-R1" "gamma10" 0.252533271392041 0.0476305886833227 0.157720969019468 0.347345573764614
6 60 0.1 0.3 "MI-R1" "gamma01" 0.387139355473811 0.151777233682544 0.0885408910719081 0.685737819875714
6 60 0.1 0.3 "MI-R2" "gamma10" 0.247600865995524 0.0438636138377918 0.161105221627866 0.334096510363182
6 60 0.1 0.3 "MI-R2" "gamma01" 0.375847770315158 0.168332704979801 0.0424593826753458 0.70923615795497
2 30 0.1 0 "MI-R1" "gamma10" 0.319726908153854 0.068328788451992 0.184589719551262 0.454864096756446
2 30 0.1 0 "MI-R1" "gamma01" 0.344277780784004 0.229769773285716 -0.107004800680396 0.795560362248404
2 30 0.1 0 "MI-R2" "gamma10" 0.337489399904529 0.0635804138290305 0.212406848989198 0.462571950819861
2 30 0.1 0 "MI-R2" "gamma01" 0.325491233293142 0.247176181381424 -0.161622388886785 0.812604855473068
2 30 0.1 0 "MI-R1" "gamma10" 0.188541133001655 0.0710497764057196 0.0457025177088733 0.331379748294437
2 30 0.1 0 "MI-R1" "gamma01" 0.298008175048052 0.149794178897224 0.00332998641238386 0.59268636368372
2 30 0.1 0 "MI-R2" "gamma10" 0.207832807000339 0.0694999783043868 0.0684002409344205 0.347265373066257
2 30 0.1 0 "MI-R2" "gamma01" 0.33391603177865 0.148803567026212 0.0419536919767988 0.6258783715805
3 60 0.1 0 "MI-R1" "gamma10" 0.164240860995636 0.0625251325313296 0.0366657233891743 0.291815998602097
3 60 0.1 0 "MI-R1" "gamma01" 0.483387867845837 0.125802159087789 0.235296615397919 0.731479120293754
3 60 0.1 0 "MI-R2" "gamma10" 0.160881763656491 0.0519206749250053 0.0574668538316603 0.264296673481323
3 60 0.1 0 "MI-R2" "gamma01" 0.546273958290159 0.121128319891382 0.308054489995429 0.78449342658489
4 15 0.1 0.3 "MI-R1" "gamma10" 0.20033442980348 0.0866287085726686 0.0291153466836856 0.371553512923274
4 15 0.1 0.3 "MI-R1" "gamma01" -0.146025281917302 0.308512009319101 -0.7616556847295 0.469605120894895
4 15 0.1 0.3 "MI-R2" "gamma10" 0.203354774387273 0.0802406226077579 0.0456849580351936 0.361024590739352
4 15 0.1 0.3 "MI-R2" "gamma01" -0.12106529120337 0.303372915560734 -0.717176346430328 0.475045764023589
2 30 0.1 0 "MI-R1" "gamma10" 0.255518878306784 0.0697380848295324 0.115890262285407 0.395147494328161
